"","logFC","logCPM","LR","PValue","FDR"
"SI",1.59765865033429,3.57598683886794,44.4296522766701,2.63663161761244e-11,3.91798530093811e-09
"ASF1B",0.687033823503933,2.16931546413499,44.216852418249,2.93939826234085e-11,4.31370061855431e-09
"TROAP",0.742287585716643,1.17409811215397,44.2050388370276,2.95719099007811e-11,4.31370061855431e-09
"ITGBL1",1.09287379669942,2.63284339447751,44.090785352271,3.13493253468863e-11,4.53140248195902e-09
"PGM5.AS1",-1.00630978687345,2.8747061244171,43.9908915313194,3.29907524753835e-11,4.68350861034462e-09
"PGM5.AS1.1",-1.00630978687345,2.8747061244171,43.9908915313194,3.29907524753835e-11,4.68350861034462e-09
"MPP2",-0.545312020593532,3.01980484868837,43.7752706129614,3.68329761180441e-11,5.18269309979558e-09
"SESN3",0.721208093912576,6.5068895214246,43.7125394644926,3.80327098945819e-11,5.30456216950748e-09
"KIF15",0.686648358451783,1.20900151094465,43.6714870349725,3.88389339607818e-11,5.36990478240375e-09
"COL10A1",1.36805927137386,3.06709179926004,43.3759198077813,4.51712885250286e-11,6.19158178920651e-09
"MCM10",0.752767997828631,0.113138503673195,43.344668601349,4.58985107096812e-11,6.23748991695667e-09
"CA14",-0.849232277273493,1.2868276157775,43.2847520286919,4.73257161766794e-11,6.37693972211189e-09
"NRG2",-0.622823776482304,1.16735084945793,43.2417565811486,4.83771583765422e-11,6.46383880829429e-09
"RRM2",0.790174060110303,3.06980775361852,43.0604409179654,5.30746202997664e-11,7.03238718971905e-09
"CBX2",0.792547789292805,2.19160210271131,42.9312006505794,5.66991372368182e-11,7.45054778566454e-09
"KIF2C",0.572499543699772,1.6559030507366,42.8738219615187,5.83867507056413e-11,7.60942078868604e-09
"MDK",0.741952611164997,7.45867917295486,42.8406862095907,5.93841417232747e-11,7.67648661300868e-09
"LOC105372367",0.843417681863652,1.40144921935192,42.803823142266,6.05137783380029e-11,7.75942802882457e-09
"BUB1",0.697616729663205,1.85824589724944,42.5398129560483,6.92580409245399e-11,8.80962280560147e-09
"NEIL3",0.849103422014367,-1.08201168421627,42.4624924359599,7.2050744210303e-11,9.07216098769442e-09
"DCHS1",-0.60055004168558,5.13952920048862,42.4513286078389,7.24631726690057e-11,9.07216098769442e-09
"CDCA3",0.566351240070285,1.55682836579143,42.3330408175941,7.69809781219024e-11,9.56248087608007e-09
"DKK2",0.966491078822699,1.34829347593586,42.3044021951615,7.81165279516183e-11,9.62831623589714e-09
"LECT1",-1.5035220742336,-0.328998473529778,42.226273464336,8.13004038567004e-11,9.94366477939643e-09
"CENPI",0.619533169265712,-0.0631420866461966,42.0636274247047,8.83513374426099e-11,1.07235592773855e-08
"PLK1",0.651774801151667,1.95045897924184,41.9160933749671,9.52752424630103e-11,1.14763360239535e-08
"GABRD",0.907145490282171,-0.225940477313868,41.8959111741273,9.6263726439968e-11,1.15082199277856e-08
"AURKB",0.721575277507812,1.06530629846287,41.8739888225178,9.73490748049641e-11,1.15511215626786e-08
"MKI67",0.662417684354842,4.17836847906825,41.8486086445923,9.86209248649296e-11,1.16153533729806e-08
"TRPC4",-0.479762306432427,2.373348392497,41.6730978823227,1.07883277869747e-10,1.26128243980072e-08
"ACY3",2.08447149851736,2.39480519857849,41.6368500274465,1.09902120728805e-10,1.27550636466277e-08
"FAM131B",0.870483458792848,0.150020308880282,41.5915923302344,1.12475939992018e-10,1.29591843903847e-08
"ASPM",0.736192524466202,1.53820093848742,41.5324264843366,1.15931940759776e-10,1.32311086537714e-08
"AKAP5",0.623289837248034,1.5530339562519,41.5228652047506,1.16500327769056e-10,1.32311086537714e-08
"NTRK1",-0.663894972269048,-0.338907777926062,41.2728528462766,1.32394891833032e-10,1.49296367386185e-08
"CDK17",0.41303167286664,5.33418469246279,40.9303096143213,1.57755442233895e-10,1.76641657149221e-08
"TMEM59L",0.930534363063637,1.44920619736653,40.7852507020664,1.69910663935384e-10,1.88921647312769e-08
"TK1",0.559408236843649,3.83722378522216,40.7525131504879,1.72781092405994e-10,1.89851797335418e-08
"HTR2B",0.854413848820391,-1.0700118968764,40.7359402815003,1.74252657957857e-10,1.89851797335418e-08
"RND2",-0.518814667769177,1.9395990964842,40.7350807149092,1.7432932333944e-10,1.89851797335418e-08
"POC1A",0.427092428054116,1.98771999400282,40.6924817460958,1.78171362590492e-10,1.92715963618287e-08
"CCNA2",0.6227687215214,1.95147729132579,40.6211452383224,1.84796037360305e-10,1.98530877974922e-08
"SKA3",0.630439048792703,0.998364583748523,40.5947725526973,1.87307090569641e-10,1.99878036245456e-08
"PCYT1B",-0.703174329100264,0.544992870422132,40.5785086378119,1.88872643800595e-10,2.00205002428631e-08
"RBFOX3",-0.877149492007614,3.65091578575405,40.4437258411996,2.02361231176834e-10,2.13082356007395e-08
"PRC1",0.434134119895589,3.38247978092754,40.3237620859905,2.15175879543406e-10,2.25085295048694e-08
"LMNB1",0.529354316378842,3.75028724817787,40.3076858706795,2.16953789036518e-10,2.25461780763441e-08
"RAB9B",-0.587757413316029,2.31599999336603,40.2755728467324,2.20549399293255e-10,2.27710094075504e-08
"ADRA1A",-0.819380860986591,1.95809704447811,40.1392812665542,2.36485514684639e-10,2.42588366676501e-08
"NVL",0.445434039369304,4.87490058918118,40.1168869274013,2.39212129211388e-10,2.43812362465454e-08
"MND1",0.680301089015366,-0.242143601971939,40.0878860491468,2.42789941299422e-10,2.45882806793682e-08
"BLOC1S5.TXNDC5",1.05826180596706,-0.189336294308242,39.8334323606044,2.76570254816193e-10,2.78320699466928e-08
"PAGE4",-0.968513878720998,3.99904051251539,39.6868090143042,2.98132360343246e-10,2.98132360343246e-08
"FCGR3A",0.62703148666829,3.6660849560413,39.6737150306383,3.00137921883625e-10,2.98262059871852e-08
"C1QL1",-1.22136406586832,-0.246861759166302,39.6447808476649,3.04617702739648e-10,3.00833631898162e-08
"MCF2",-0.796675904665376,-1.08973578063576,39.4526415897396,3.36112748658122e-10,3.29888438497787e-08
"UHRF1",0.689250890533799,1.5024240431882,39.3620323308111,3.52076637820599e-10,3.43436720328069e-08
"GRIN3A",1.54219461885738,4.70255272430205,39.3338654167006,3.57192201904914e-10,3.46302195749277e-08
"OIP5",0.575988812967264,-0.456958069162751,39.303503392679,3.62789801772278e-10,3.49597445344196e-08
"RSPO2",-0.908230905995665,2.11119878958068,39.2835402889299,3.66518006001874e-10,3.5106242743553e-08
"EDN3",-1.05136492223212,1.23249261245407,39.2541430221804,3.7207802747721e-10,3.54253930352553e-08
"CYP3A5",-0.949384608791372,3.07205419425328,39.2369259586165,3.75373486397395e-10,3.55264192483249e-08
"EEF1A2",1.14766802154915,6.40472953088656,39.1357822628184,3.95331692732089e-10,3.71939284878119e-08
"HOXD8",0.62031290574563,2.34413147492372,39.0436406660686,4.14436911780241e-10,3.87620405723873e-08
"CDC6",0.539663997987923,2.32810156389988,38.9950529239256,4.24880855779192e-10,3.95064655373635e-08
"AUNIP",0.427284730692928,-0.457646062802447,38.955532055551,4.33569901168008e-10,3.96639197725287e-08
"BMP6",0.92839918175551,3.06228272800811,38.9544423061236,4.33811996937517e-10,3.96639197725287e-08
"HJURP",0.751617711480518,1.93527069933494,38.9533356373679,4.34057989963522e-10,3.96639197725287e-08
"PKMYT1",0.626189061296959,1.78868221476763,38.9320555296097,4.38815438953917e-10,3.98695170249559e-08
"PTPRT",1.17897343491149,4.55911331787125,38.8509030446729,4.57442254654174e-10,4.13257491420532e-08
"CYP11A1",-0.818840160715882,-0.541084975461486,38.8046344362117,4.68414427370487e-10,4.1849995678679e-08
"PIPOX",-0.503130368241439,1.34851453882893,38.804238760393,4.68509385585211e-10,4.1849995678679e-08
"CAMK2N1",0.821893212354389,6.13409414684481,38.6518143189676,5.06561484849392e-10,4.49962436262867e-08
"ITGA11",0.722794246192589,4.00220410493546,38.4976381419124,5.48199868428889e-10,4.84243217112186e-08
"SKA1",0.642063624309566,0.43560681405082,38.2982800843825,6.07161354270367e-10,5.31220484113179e-08
"SSTR1",1.12693012971941,4.25851344380587,38.295382107535,6.08063698796217e-10,5.31220484113179e-08
"RMI2",0.523212436039757,2.15502728819859,38.240903406819,6.25278842572381e-10,5.43275059939938e-08
"DTL",0.610925058745909,1.44536545686492,38.2176249650352,6.32782782445277e-10,5.43490452048358e-08
"SFRP4",1.00046111016149,6.07657850097714,38.2123391855653,6.3449920608827e-10,5.43490452048358e-08
"DDIAS",0.540264306694715,0.438913102956372,38.2084003204745,6.35781283528267e-10,5.43490452048358e-08
"E2F8",0.843545274383361,-0.371209240529445,38.1421446081318,6.57740061764539e-10,5.59254918826533e-08
"NRK",-0.921897819410657,2.10207966548773,37.9753599384652,7.1643742319005e-10,6.05923139825627e-08
"ALX4",1.34377151027763,0.570212183926337,37.929574473369,7.33449375283517e-10,6.17028839524228e-08
"SMC4",0.400927077278204,3.76905675062923,37.7768196461851,7.93186976184389e-10,6.63772259017462e-08
"KY",-0.954951837239635,-0.440129484242593,37.6955409738189,8.26933713556087e-10,6.88389845316323e-08
"ADAMTS2",0.710299100704375,3.65396819247733,37.6588667272653,8.42627852430161e-10,6.97801190293727e-08
"C22orf42",-1.58387751489945,1.303667583444,37.3443593846264,9.90068175178483e-10,8.15652019965694e-08
"AOX1",-0.558130968133154,4.53447798096367,37.3143092777252,1.00544169529899e-09,8.24047575013086e-08
"GINS1",0.467809789063938,1.68175232869088,37.282368046153,1.02204484637399e-09,8.33359643966487e-08
"NCAPH",0.682461767059742,1.29690533339419,37.201195721795,1.06548427559312e-09,8.60729579481465e-08
"LOC101927482",-0.804644743665166,4.3703389318512,37.1994499902466,1.06643853558395e-09,8.60729579481465e-08
"CPLX2",1.36567001975624,0.0544688035339655,37.0393617942887,1.15768472250968e-09,9.296559135305e-08
"NLGN4X",0.999280348582144,1.6156363997445,37.0142561090207,1.17268701435935e-09,9.36971031573553e-08
"KNL1",0.641037219981964,1.1506937931518,36.9350579515014,1.22130066994842e-09,9.69673948201357e-08
"ARHGAP11A",0.460901977755217,2.11800370990574,36.9278655685561,1.22581423640549e-09,9.69673948201357e-08
"CKAP2L",0.709674342026224,0.525839102268703,36.8450776622796,1.27898594588883e-09,1.00672656136794e-07
"COL8A1",0.675825502576094,5.36788452239522,36.8109798366736,1.30155161619779e-09,1.019441906283e-07
"HMGB2",0.378536246423845,5.43519255133398,36.7565250582106,1.33841896126706e-09,1.04317948451698e-07
"KIAA1644",-0.647289284588385,2.94856749081222,36.7209028218442,1.3631000872995e-09,1.05723372624693e-07
"KIF4A",0.709446614095236,1.94945706447578,36.6504116734345,1.41329168270364e-09,1.09084163859164e-07
"LOC101928731",-0.710927391710041,0.448477463689282,36.5969350046774,1.45259937197023e-09,1.11576473499163e-07
"TMEM35A",-0.7169311166515,3.56311045890136,36.4288576125002,1.58341409084724e-09,1.2103982713688e-07
"CCDC178",-0.619047410063298,0.750535684113171,36.3151176180619,1.67856761254895e-09,1.27699641337456e-07
"SLC5A8",-1.17948019634288,1.25681120220924,36.2511577728476,1.73456933392865e-09,1.31331678140312e-07
"EME1",0.520792899139596,-0.182277501161905,36.1949607884347,1.78531608474705e-09,1.34475714409152e-07
"AKR1C3",0.862562040368236,2.45534544328329,36.1865809591847,1.79300952545536e-09,1.34475714409152e-07
"CDCA8",0.440133331497264,1.94866700082809,36.0762728866682,1.89743184964889e-09,1.41639278917453e-07
"SH3RF2",-0.627421412269489,3.44463712358217,35.9456633295468,2.02897459139364e-09,1.50750915902611e-07
"HMMR",0.651309308981624,1.9108800553245,35.9324120405871,2.04282054693563e-09,1.51073705564077e-07
"GNAL",-0.414794527251495,3.72279618300901,35.8556684064375,2.12488926380868e-09,1.5607069218533e-07
"NYAP1",-0.537678037497127,0.307718285687195,35.8509683664842,2.13002139649161e-09,1.5607069218533e-07
"FXYD6",-0.63250161556793,4.56519824610666,35.8343623949214,2.14825361978362e-09,1.56684553002567e-07
"CD300LG",-0.919620571650616,-0.843297622244934,35.7190554268992,2.27923677394803e-09,1.65478834272939e-07
"NOTCH3",0.449503789479542,6.33961425931642,35.6786323926181,2.32702426869462e-09,1.68180390328384e-07
"RACGAP1",0.35857557402743,3.38826065013277,35.6425008302067,2.37058701877372e-09,1.70329450574294e-07
"COL13A1",-0.612096789758325,2.35835438343802,35.6362672938927,2.37818478160335e-09,1.70329450574294e-07
"CENPE",0.519150782242787,1.8306772196604,35.5744460388973,2.45486856842641e-09,1.75033229766726e-07
"SPC24",0.595776530495666,1.54929558732634,35.5343070232478,2.50597825273011e-09,1.77879706332182e-07
"NDUFA4L2",0.592735036909583,2.75489289206346,35.4852543890794,2.56988681125368e-09,1.81605334661927e-07
"PRR11",0.520325240602921,1.44450757485704,35.4481393469219,2.6193248097508e-09,1.84279931305476e-07
"FAT3",-0.683838083508792,2.48285518207511,35.2192840720596,2.94591959194169e-09,2.06344147629396e-07
"PARPBP",0.43172125024412,1.01554253530471,35.1723273139139,3.01781500490526e-09,2.10452888499972e-07
"MDH1B",0.877835955245377,1.44120663545422,35.1620904897625,3.03372040050586e-09,2.10638228681411e-07
"PHF6",0.24817943274762,4.99086023637713,35.1193770939191,3.1009970119107e-09,2.13901682740646e-07
"SDCBP2",0.965738829881909,2.45068057622035,35.1152173431361,3.10762822094901e-09,2.13901682740646e-07
"FAP",0.735328542749338,2.12323830097171,35.0191544942325,3.26477903271266e-09,2.23459862995379e-07
"CDC42EP5",-0.81697666577175,5.17507337395006,35.0133055304882,3.27460050804549e-09,2.23459862995379e-07
"GLO1",0.516769168476223,8.82628811227516,35.0020389991617,3.29360253112056e-09,2.23796069422295e-07
"GMNN",0.609318901589375,5.01061779264795,34.9834463433796,3.32520249861983e-09,2.2394817446609e-07
"B3GALT2",-0.675455708135471,1.7512794349286,34.9807883047283,3.32974482238087e-09,2.2394817446609e-07
"ORC1",0.478516016304442,0.388393371005402,34.9759112263199,3.33809543072096e-09,2.2394817446609e-07
"LCNL1",-0.815897982361198,-0.411187634375866,34.9594010342951,3.36652041180726e-09,2.2490619557872e-07
"HIST3H2BB",0.745266479225511,1.98073756136012,34.9499591546329,3.38288495728715e-09,2.2505385280697e-07
"WDR62",0.698784684668808,1.49671979949906,34.9109246551073,3.45138878852656e-09,2.28654507239884e-07
"CGA",2.16283695948222,2.08336688545937,34.8594558750075,3.54384227153691e-09,2.33805361483141e-07
"GSTM5",-0.603203516827651,3.34146794021766,34.7490006864592,3.75071180652427e-09,2.46431064974115e-07
"STK3",0.28110732534898,5.09722049136513,34.5869803316487,4.07623558443367e-09,2.66676833848176e-07
"CCNB1",0.398954348820825,3.47814923931007,34.5792767701774,4.09239921125503e-09,2.66676833848176e-07
"AKR7A3",-1.05699768476494,0.458704027669497,34.5061836231999,4.24899333764131e-09,2.75750996197946e-07
"UBXN10",-0.635796598176188,2.17029014381887,34.409373134584,4.46567507207398e-09,2.88635096121855e-07
"MIR143",-0.627618579175456,2.49654739160317,34.2398169547357,4.87218188334304e-09,3.13634380344754e-07
"KIF11",0.466132147255444,2.92465736850964,34.0919726463249,5.25676782637337e-09,3.3697883863075e-07
"GPR85",1.15940742041849,0.428945594764663,34.0843043780847,5.27752464423267e-09,3.3697883863075e-07
"BUB1B",0.53156630301235,1.93123755654118,34.0766192643268,5.29840941243317e-09,3.3697883863075e-07
"LINC00940",0.972876595495362,-0.435695020990268,34.0159307982309,5.46626833108004e-09,3.46269587506664e-07
"UBE2T",0.45185989791967,1.88225605988501,33.9443503683622,5.6711120308151e-09,3.57820163849048e-07
"CHRDL1",-0.639739878471757,6.15783302988849,33.7147860762759,6.38137941373768e-09,4.01043212167704e-07
"KIF18A",0.492318843611954,0.145403539081598,33.6789914198018,6.49988889520379e-09,4.06510876572034e-07
"FCGR1A",0.594321415360389,0.105267813006974,33.673126973488,6.51951405823074e-09,4.06510876572034e-07
"GPR161",-0.448578755088529,4.44138479536852,33.5219677304839,7.04636294436464e-09,4.37645198497648e-07
"MAD2L2",0.286571343604746,5.03586195722007,33.4188159281805,7.43016243004062e-09,4.59687091975275e-07
"PTK6",0.954983789871561,3.87048177491846,33.4074914618594,7.47355302011864e-09,4.60579430309637e-07
"CRIP2",0.574072662541972,6.11044809068169,33.3639664511728,7.64269783816454e-09,4.69184925200063e-07
"NOX4",0.859339547538394,1.06261222799478,33.1744337080315,8.42510143009334e-09,5.15227356686477e-07
"ERCC6L",0.513857976265747,0.409353732682521,33.1550427842607,8.50953996302963e-09,5.18397262115598e-07
