"","gene","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y"
"79","ABHD16B",12439,13229,11921,11778,10403,2934,13118,6502,14033,10196,8477,14066,7198,7833,4496,11019,5351,11208,13993,12676,7982,3617,8806,6595,6558,5591,6155,4832,5679,9088
"1208","BCAS2",14497,8837,5616,4337,15338,6500,8943,6221,14757,4059,14271,6264,11131,13853,10804,7704,9826,5829,8648,11994,6999,7337,10634,8375,7530,4146,10705,10276,4562,7780
"8498","NCAPD3",14504,8064,6430,12491,13782,13997,14244,14056,13611,7726,12801,8662,7889,4443,11559,9143,2871,6374,10734,7780,5262,4165,12277,10893,3684,4278,12037,4606,5277,4157
"8350","MYL5",11708,7536,4080,12705,13514,13094,4005,10685,7828,7791,6893,14854,10820,2036,12704,9593,2694,4445,6120,12783,13501,13421,6985,5879,3387,1697,11388,12125,10793,12750
"2261","CDT1",10679,10345,10595,7207,11919,3968,2092,14030,10728,4802,7352,10495,9295,3439,12281,11464,6882,6236,9089,11807,8696,10684,4906,10531,11046,11908,14635,5482,6132,9102
"9193","P4HB",6958,8686,9362,14652,10481,2433,13413,7890,5412,6583,5279,9462,6998,14737,7255,9202,10425,13133,14154,12513,5188,3894,6644,6118,8900,9239,7252,11024,12548,7995
"10172","PRDM10",8044,12213,13859,13232,10747,9870,6721,5639,5872,9136,3981,8710,11637,8093,8357,6561,9362,8536,6727,5569,8328,5029,7530,6340,11166,13704,8886,7327,12686,14003
"10930","RGPD8",8646,8607,12676,10391,10686,9323,4345,8044,12141,9042,11293,11489,6754,1747,13185,7238,10207,5207,8736,12076,12412,8873,12647,8476,5714,6557,7668,5413,10321,7966
"15152","ZNF449",6509,15483,10832,5002,10139,9059,14561,9231,4108,15417,9210,4997,12144,2393,14653,4323,12403,15055,4488,10561,3536,7688,1793,12812,6521,4290,7021,4485,15453,13715
"551","ANGPT1",2528,7542,14319,12619,8933,5076,4171,7217,8664,9269,7137,13777,6094,11140,8437,12842,3460,12886,8378,13854,8378,7769,2350,10497,10874,12409,9231,9337,7498,11226
"11100","RNF38",6450,14089,14120,5375,5318,5383,13046,9029,6570,14787,6785,3181,9058,11765,10020,6330,9996,15119,9023,11880,3865,5924,3806,15082,11609,8677,5629,4520,13017,8477
"4224","FAM171B",5639,13127,4868,6371,2791,8868,6055,12201,9802,8948,11221,8580,7613,10805,5577,13026,6462,13073,12743,9458,12165,13338,11538,11694,5544,3011,13535,3421,8538,7938
"2751","COPB1",14294,15231,14445,8588,15296,9128,12943,8580,8663,7089,7456,4669,10002,6813,11439,5111,10360,6388,3927,12608,7196,6010,7156,8269,7851,6147,8939,6297,7132,9931
"9665","PICK1",3798,9305,11557,10221,4814,10122,6071,10774,12082,13299,7367,6010,11199,8720,6915,12682,15154,13023,10152,5782,5129,4070,7881,5361,7876,5873,12511,8239,12063,9914
"3783","EIF1",5922,6469,12627,12855,6679,9178,13915,8758,8362,14904,5962,7988,7121,10810,3732,5783,14915,7116,5860,5725,8428,11983,5258,10316,10789,13046,12285,4047,8382,8755
"9618","PHF21A",11365,9777,11075,7834,9964,15120,12865,12578,10868,11396,9686,4558,6960,4164,6498,5845,8840,8757,4454,9135,5207,8190,9651,6751,12441,13186,5137,9230,4407,12036
"3642","DYNC1H1",4749,8941,15025,11677,4017,4549,5863,12712,11887,10584,10008,5633,6586,11048,2802,9379,15068,12763,14080,13811,5015,2818,12677,6633,13158,12696,6831,5651,8487,2856
"14796","ZBTB8A",8428,13738,13128,6910,6338,13086,12580,14013,13051,9207,10532,2944,8518,2679,7853,900,10115,13610,5981,6960,6209,13622,5449,10003,12986,7595,11741,4710,9305,5833
"4218","FAM167B",9655,9333,8327,11502,11017,13075,11849,14341,1660,11549,7395,11827,8666,6006,10912,11095,2492,8659,5003,13615,12377,9340,2093,11724,6478,2992,4091,12018,8406,10576
"8122","MRPL27",13796,3203,1134,13204,15154,8959,4653,8243,5283,4990,12701,6522,3049,4626,13025,13793,9829,11681,10951,7592,13273,13737,10841,11401,1723,3728,6093,10777,10577,13542
"8740","NKTR",3248,7096,10671,12033,2427,7895,11900,9228,13135,5429,10711,3805,9013,14482,4275,14351,11917,2601,13272,9477,4787,13845,8639,11079,7400,10122,4823,9968,11259,9207
"14575","WDR47",6193,4166,5326,13862,7786,7234,4590,9241,5485,6568,13011,14102,8208,14813,3604,14766,15069,8052,10973,6082,9574,7319,12551,6528,8999,15123,6841,8322,6280,7432
"6593","L3HYPDH",8798,9338,8598,9547,8340,7943,3127,13836,13152,10529,8745,12491,7174,9251,12921,12806,572,7766,11161,12319,9967,3971,8053,10326,1939,2520,12876,12960,10412,6683
"3921","ENOSF1",15180,14118,8901,13005,7550,5040,11657,11562,6708,5020,14130,8631,12592,5649,3105,8499,6773,10975,7360,14518,10791,8437,4976,14798,4356,7404,7768,9780,6192,2652
"5818","HYOU1",8224,8857,5320,8977,8371,9935,13800,7297,11858,6980,9625,14179,7966,5720,11400,14125,4698,6084,5215,4071,14909,10480,9869,10595,4187,3710,11965,15348,6986,7385
"115","ACADM",4484,4560,5486,7679,5283,13931,1044,9760,14703,13544,6836,7485,7006,8062,13611,14701,3578,6356,13875,7517,6557,12093,12520,6022,8679,7629,14777,11268,6125,12990
"13559","TMEM63B",8203,7753,4370,8614,6623,5350,13776,6929,3819,6792,9483,8736,6311,14715,11166,10586,10550,15233,8514,5244,6814,12190,6824,13683,4468,5866,3518,11954,14896,15183
"14657","WWC1",6157,4695,10386,12585,11928,1927,12477,7423,11147,7428,12597,12502,12312,1063,14004,13082,976,4193,10796,11821,6722,1455,11739,13497,5842,3673,6329,12353,14701,12353
"13476","TMEM200B",4178,3833,12378,10003,3193,7982,11085,12744,9912,6649,14632,9239,14918,13512,13004,13072,9653,1347,6038,6103,6463,4377,14014,2159,11904,13611,10040,14119,1738,6266
"8151","MRPL54",7041,9603,4706,6043,6930,8403,8418,11880,11692,3754,9621,3232,8796,7229,14559,11041,12560,10732,9725,9379,4011,6763,7500,14194,10656,10390,12531,6140,9382,11266
"11913","SLC15A2",7160,8449,12925,13553,11580,5649,9794,14740,7726,5843,3211,6690,5727,7575,12312,10159,5519,3582,12564,12611,11056,14503,5526,1645,6246,2256,8937,12940,13190,14544
"8107","MRPL12",4527,5272,6739,4634,9836,13018,4302,12609,6565,13707,8990,13822,5321,6675,8076,12238,14589,12974,12981,10433,6537,9522,9891,5249,4193,6137,7570,11912,11602,8303
"12568","SPRYD7",7019,4535,9414,5185,8237,8487,12137,14923,13975,15223,12369,2394,6883,9994,9109,6412,12510,6142,6334,6451,5343,14744,3086,8162,11189,5885,8288,6396,14579,12822
"2777","COQ8B",9686,11823,10119,5750,7286,8382,5062,12105,8158,8639,11632,4844,13784,13337,7120,11288,7213,14038,4764,15280,7166,5728,8640,8272,14979,11044,3480,5238,3811,9560
"8772","NMRAL1",7716,12987,7549,12428,5303,3906,2636,13329,2756,3219,12080,12249,12416,4687,10280,12584,12045,11698,14893,10950,13578,5879,5583,12573,3412,3900,5579,7718,12182,12122
"1024","ATP1A2",3558,12621,12200,8804,4281,2772,10153,13296,4564,10523,10555,10826,9316,8947,11547,11449,2406,10356,6612,5360,12664,10241,10902,11025,10575,9311,3587,13027,4269,12521
"3023","CUZD1",1091,11482,12929,4497,1883,8537,12699,9352,13076,4688,12045,6141,10361,9192,9210,12843,13198,8754,11335,11518,2984,13487,1336,12743,9940,11991,11110,2025,6131,11756
"10101","PPP1R1A",8096,11768,7097,7945,11203,8484,13434,8503,12461,8105,6215,2928,12575,6928,10709,8372,8668,6279,3086,10130,8742,12114,6886,10474,13457,13577,12262,9248,1429,7167
"10820","RBPMS2",8308,13213,2595,3561,7716,10210,3788,7636,15396,14970,7876,2454,13836,4505,15268,5985,8026,5802,6036,14051,3007,12853,14142,10219,5977,14538,2415,7922,12896,13147
"9552","PFKFB1",4932,13613,12799,839,14350,10461,8762,10086,13578,5116,14300,693,10730,14434,14805,4786,3373,9114,3608,12967,14170,14204,5724,11463,12582,7701,7581,5502,1043,5041
"5036","GLUL",11349,7362,9662,11736,10737,12205,13909,13548,2463,13002,6758,7577,10185,5671,12351,13259,3274,6211,9609,6255,10897,13347,4781,11489,3754,6484,2298,12198,7898,8100
"2244","CDKN2AIP",12608,8258,8325,3219,11822,3653,8436,3192,13594,11166,6980,5688,4651,7909,10966,5164,12288,7866,13412,12415,4641,6951,15170,9292,14002,9530,14542,6791,11188,4655
"4794","GABBR1",2913,11507,14104,6327,5816,3776,12365,10399,8057,1403,11507,4867,9034,12365,14117,14850,13514,10564,13063,11191,2395,7661,8643,14204,6180,8549,14394,4701,2466,7443
"4955","GHDC",13584,5948,3167,13000,13608,4645,12040,4336,2720,2688,8577,12158,11668,10953,13104,13916,8182,6985,6944,5574,12370,11620,9033,9318,3933,4379,6823,14067,7794,15257
"10166","PRAP1",13341,5398,4252,4883,6716,6559,9255,5199,10147,11352,14382,13751,12539,4750,13237,5662,13969,2395,1858,7202,5587,13249,12298,10244,10981,11246,11402,5240,11734,9571
"10184","PRDX4",13738,11653,9469,6568,13421,6016,6547,8958,11999,12978,6446,5647,11990,7113,13699,4681,3568,2479,4446,5346,13163,7030,14475,8384,9634,13519,12386,9001,6621,7425
"1346","BRAF",7814,5868,1916,11670,8057,12074,13636,8335,10144,13211,9181,13601,8469,11263,2152,12915,13187,7544,10785,10225,9974,3515,12328,9385,4869,4363,12579,6443,6864,6038
"11357","RUNX2",11420,9992,4723,4655,11661,6748,9799,9507,1786,12779,9438,8269,14069,10415,3805,12454,3770,3235,7719,7139,13698,9879,13288,4132,12861,14485,2118,10079,13131,11354
"5496","HEPACAM",12161,5627,4068,6044,7594,13498,7110,12509,5788,8927,8571,9590,5859,11597,3032,14681,10552,11566,5660,6428,8156,13252,11917,12035,12747,12000,839,13008,836,12766
"11642","SENP6",9024,15446,14093,5689,11714,9431,9590,8195,5857,12480,8667,5578,14102,8191,7246,6912,12696,12012,4395,8530,4584,3840,6340,9573,14223,15351,5812,3316,6851,8711
"9999","POLRMT",10898,8550,6391,13075,14850,2249,9507,6690,12517,4147,7318,6783,4638,7419,7257,7256,13432,8486,4841,9062,12750,11397,11199,5058,8449,8263,12504,9063,11425,13000
"7621","MARCKSL1",12400,11726,14133,7940,12673,14999,6467,10817,10624,10831,2734,10300,4314,465,15043,4227,3937,3290,5625,8351,10714,12534,10701,6577,5533,5953,8967,14211,8921,13471
"6755","LINC00092",10976,11009,4106,7029,10838,7680,4312,11280,8022,6824,11198,7152,5419,12972,11703,14593,8810,9002,12277,6040,7128,4416,12563,9308,3819,11469,11774,8018,10580,8192
"3791","EIF2AK2",6512,10156,1426,8073,5834,7914,11576,7740,12054,12925,10298,12617,11892,11800,777,13753,8489,11232,12314,12229,12768,1447,9887,7193,10600,3267,11455,8638,8472,5177
"11439","SASH1",3471,13622,4639,14849,4136,9101,14305,3168,10333,4530,11675,8063,10796,14477,3308,8393,9361,11634,13350,9332,5348,4725,6232,6352,12527,5027,7701,9781,13808,14510
"185","ACTN2",8887,3524,10930,5981,11334,3034,8650,14471,12036,9544,6213,13701,8096,8317,7107,9369,11195,8970,11262,7571,8996,9742,6033,11846,12573,6136,12603,12950,3984,3500
"11992","SLC25A38",14117,3760,12803,10589,10765,15178,10646,13879,4299,8381,5530,8643,4624,10741,4404,8767,7672,8616,8930,4019,9029,9882,9047,4638,3507,8214,5643,14550,12565,15128
"1222","BCL2",10605,4238,7669,14332,8721,11282,11547,8163,13872,6528,5722,12920,3347,4900,4742,14788,6476,14447,3851,10280,13709,4489,12729,10348,10107,9115,8994,6022,4433,10237
"5182","GPR135",1496,8810,7850,9321,3071,6680,12991,14367,11287,9301,4711,8356,7410,4365,14297,11761,10375,14462,12482,10334,8205,8141,7475,6602,11378,11012,12761,4981,9080,5287
"2614","CMTM3",11395,5011,6457,5917,14421,11511,14421,13762,5284,4946,6622,14574,3942,11265,11188,13598,3992,11176,13917,10857,10704,6476,12095,6857,896,1909,8169,4339,8166,14786
"9578","PGD",3624,7792,6949,13135,9191,4646,3870,6602,11116,4661,8069,14592,7910,13134,9011,13727,7465,6641,10625,9136,6942,5008,13704,4096,14565,13135,12791,7061,5128,14336
"9626","PHGDH",11692,11815,12748,13544,13859,1556,10679,11428,8677,8422,12430,3283,12099,1473,9116,9410,12294,1910,2828,12084,7628,12364,8040,7800,10529,10865,3191,7940,5972,12998
"8870","NPY5R",1382,12506,11260,7921,6510,921,2511,12059,12533,5676,4336,14184,11001,10490,13327,12834,5066,11119,5617,8869,13924,9401,5962,6755,11858,12795,8847,11354,10396,7283
"4040","ESRRA",7565,6298,13233,10284,8484,11875,9086,13181,5421,11374,6738,12250,7604,6788,7213,7132,6348,9275,13043,6391,12317,9917,6206,7946,3471,5395,12892,8739,8864,13378
"14923","ZKSCAN8",5129,8474,2581,10821,6711,12378,12418,13760,9518,5264,3397,4278,8578,10418,4769,8103,12681,13219,11711,12331,8954,6209,12394,9464,4746,8138,12272,3786,13710,12497
"11244","RPS18",7665,15091,1644,5776,6162,11095,13650,7876,9824,8007,8227,10476,12631,15005,5740,8863,5657,5156,9058,7572,6078,6957,8140,6108,7391,12743,5749,14059,13653,12666
"6813","LINC00900",5905,13488,10648,2878,6378,12945,9740,6619,13242,13053,14444,9942,11090,3213,13886,13592,3849,3419,3427,13575,5877,7120,11704,11534,9756,11625,12788,4175,1957,6868
"13077","TCAF1",12642,6759,3094,10934,12642,13470,6708,11841,11575,11280,6627,12701,4002,10062,9164,14575,6607,12551,11551,9449,10395,4759,13710,8090,3964,2925,7052,2194,14364,3051
"8915","NRSN2",9815,8897,15243,9840,8720,9603,8926,12253,11201,5195,14500,5192,13055,4928,4255,9039,13910,11727,8565,7069,8669,4733,6904,6529,10681,13454,7477,9234,2735,6408
"6901","LIPT1",8269,6410,13977,9278,5195,9806,4264,15174,12131,4821,13651,8068,11702,8695,5024,13122,9051,9622,10426,6880,12327,4282,12145,6527,10747,12499,7901,10434,1936,4403
"2875","CREG1",14763,5599,4392,11955,14507,3410,15253,2152,5829,1855,6071,15222,9727,10203,11294,7347,11623,3639,5942,4691,15018,14545,8164,8304,2654,2137,14967,14051,10849,12654
"12610","SRM",13545,5108,10824,6636,13283,9591,5720,6613,9899,14576,4020,7573,5742,5946,14179,8209,1378,3512,6691,4049,12881,14294,15160,7108,4557,6338,11587,12358,14533,12932
"12569","SPSB1",10836,5606,7702,12414,9808,10955,12655,8090,6749,7948,11789,12672,4264,5231,7094,11655,12594,7985,10319,8675,11636,6903,12773,1929,8784,12088,6923,11986,5170,5610
"5765","HSF4",12622,8614,11867,10923,9945,9841,4030,7583,11895,12274,7253,8103,11171,6084,8563,10745,13596,2762,6104,1283,7369,10803,11504,10821,8430,11526,5261,12304,10232,5336
"7018","LOC100289511",11352,1625,8051,10306,13732,11795,10367,7793,13390,13071,7524,11300,3318,11057,13600,11330,4999,5979,10750,4638,4482,7752,3592,11742,10279,7181,12395,8859,8430,8178
"4260","FAM200B",9640,6096,15046,3968,15377,15251,8118,8550,13782,13543,10387,8355,7405,10937,5438,9731,4332,6070,10480,7799,9335,6852,11227,6328,14485,10072,7438,7801,2573,2471
"4446","FBXO27",7763,1969,12771,1959,6629,12322,11984,12205,9377,13312,12920,3701,6812,10154,5409,14177,15047,13669,3249,13892,9233,4716,9423,8273,12192,11227,10230,5884,4077,4316
"1388","BTBD10",15329,10927,5935,3159,14752,10436,11672,5965,6957,8602,11907,4621,11224,8377,15477,5120,9828,11772,6072,9677,4317,8420,7514,12764,12999,7474,5710,7996,5228,8663
"5567","HIST2H2BC",6756,2025,11627,9528,11779,3709,8361,13896,11551,8868,7991,9380,7778,11694,4353,8912,10043,9972,11502,3742,4712,11650,10236,11723,13951,6947,7209,11279,8245,9487
"6895","LINC-PINT",13011,12543,14715,7129,10787,6760,13690,14194,14179,7078,9996,3306,9155,11314,7724,9616,10586,6090,4354,10385,8273,7211,12721,7227,7908,7929,3898,6511,4497,6122
"11586","SEC31A",9245,10564,9712,8593,8691,3632,7774,5594,12104,9045,6126,4628,6201,12593,8442,5145,13582,10716,9886,14648,6086,7439,11671,9302,14383,9820,8477,5391,14108,5351
"604","ANKRD39",4463,7892,14743,4821,8628,11542,15269,9517,9638,8916,8161,10468,5716,6361,12373,10719,10247,11011,7666,10554,14812,8999,13364,7613,6384,7877,6737,5922,3990,4552
"2848","CPT1C",1423,6783,13016,14340,1733,5311,9179,12481,13380,12066,12754,13220,14507,11667,5986,9581,4977,3768,12496,13646,7765,9747,9945,11322,5178,3386,6575,7678,8362,6687
"3799","EIF2D",14470,9555,15418,10353,10520,8969,10794,12078,6995,7138,7996,8248,9853,10212,5157,9142,6073,7911,9171,7752,11415,4692,8900,6139,8575,11312,6084,11895,5941,6203
"13787","TRAM1",13107,8447,15134,6286,13941,8333,13664,6086,7237,7211,6621,5891,15113,15032,9080,6232,11169,4791,4814,5002,6852,6826,5662,7814,12102,8965,11491,4516,15011,6548
"12681","ST3GAL3",8903,8263,3682,8926,9259,7367,5068,13258,14257,12522,5042,10029,8936,3366,8924,14131,4841,2866,14300,6441,5471,10901,14177,4741,7518,14431,7598,9638,14635,9504
"794","ARHGAP33",10319,11231,13953,8491,11946,11678,11348,8717,14704,1572,5377,11239,7483,10204,14147,6839,11064,3686,4495,12584,11354,2971,11702,5876,5788,9331,8147,13490,287,8987
"12630","SRRM5",7317,14498,7981,4281,9984,9838,15122,14865,12584,4978,6480,3427,14500,7454,12145,4046,9727,8270,6828,10810,3244,5922,2802,8520,9350,15155,12329,3767,14362,8426
"5667","HOPX",5460,11410,5079,2280,3063,12974,6351,1241,8052,13626,9000,11892,12499,12917,9253,8370,14258,8641,9244,11516,7000,11431,12016,9915,5925,11861,13733,3064,10817,6135
"7575","MAP4K3",2517,5994,13316,8833,8566,4122,6311,12257,9881,11915,14823,4838,9952,13742,13467,14625,6123,13512,8431,12761,2193,2619,1759,11938,12517,12834,7244,3537,10135,8269
"6199","JADE1",9444,5023,7574,9884,8426,11502,8216,13070,13301,10965,14323,10086,2431,13112,12189,3532,12694,10649,3522,9118,9313,8361,6897,7795,8403,12134,8779,3303,10522,4489
"8604","NDUFV1",9209,10245,15126,5863,15067,13293,12866,7806,8156,8877,7800,5229,11046,5952,11212,4250,5253,6525,6272,12491,10863,8461,8533,11122,7009,7296,10646,7799,11218,3599
"8319","MXD3",7784,13850,6889,13252,12772,6426,7164,12843,11675,11106,10211,12314,11304,2353,7353,8381,8507,13241,12910,9749,11657,4029,3246,9240,5683,1242,9791,13100,3511,7503
"8201","MSH2",13461,12632,2652,12655,13877,5377,10962,11614,1036,2821,11642,12201,10569,6014,14845,12075,7183,11275,13914,10504,8126,6405,4146,14240,1274,1700,2474,9400,10833,13181
"862","ARL5A",5373,13265,10794,5494,5321,9627,11037,13539,12403,11024,12239,2398,9865,13620,8682,4257,15432,8610,3315,9468,6094,5640,2766,13782,14546,9363,10347,3709,7674,9421
"9392","PCMT1",12229,3699,4835,12532,14926,14779,6269,6126,11746,3897,11415,8538,8219,5312,14735,10318,7130,2280,6872,4419,13908,12835,13700,7061,4372,5671,12954,14289,4752,9306
"7742","MED20",3113,5614,6835,15488,3708,11890,6638,12799,8043,13983,4331,14656,6129,5786,6594,15051,2537,6273,10115,3913,15483,14092,8323,4538,6397,8782,8231,15445,12231,12133
"6617","LAMP1",13745,7815,8569,12283,15221,6150,12337,4802,5506,2547,8862,13338,10955,9092,12499,9013,8117,4611,3793,5977,13970,13379,10752,10259,3396,4126,8842,12426,6077,10693
"9103","OPRL1",13709,13000,9559,10783,7707,11273,3768,6047,13047,5508,6197,13888,2584,6180,12524,7752,1800,10373,3343,10679,13576,8288,8896,5735,5221,12774,9777,9060,12660,13452
"2099","CD27",14890,11994,2957,13650,3734,3490,8189,15225,6034,3970,9801,14083,7907,8063,3561,14904,10734,6533,14104,12083,10871,14990,12463,8751,5023,8615,1758,10155,6645,3990
"4265","FAM208B",7455,9589,3555,9817,9380,12147,12682,11499,12360,8815,15048,4960,12415,10107,3992,12382,7884,13873,5761,11274,7092,6843,9870,13460,4459,3814,9669,2601,5756,10611
"8399","N4BP2",6833,6307,781,6203,4542,13062,12888,2278,10974,12004,13157,8362,10698,11086,1757,8729,11584,12654,13320,12747,3582,5569,11642,11082,6893,2066,14994,13123,10343,9915
"3730","EFCAB11",13081,12384,13227,5514,9397,10594,13089,6069,5214,10586,14905,10235,5248,8578,13856,3699,12113,6753,3282,3334,8499,3371,3457,11590,13786,10772,13079,6348,8574,8565
"1477","C14orf79",7693,13122,6176,10875,7540,5264,11725,12040,9311,2276,11111,2322,11198,11736,9266,3556,12738,8441,9893,14842,4646,13867,8149,12023,6467,8140,10762,8225,5133,10682
"4610","FLJ37453",7973,9281,12230,12150,5747,4301,10944,11209,4409,9945,13444,6824,12896,10546,878,14237,9015,6694,8532,12377,8634,5972,8181,13219,11130,7716,1156,9714,5952,13923
"9940","PODXL2",9181,3684,4153,13391,6377,12309,4913,12401,6097,14146,14074,15411,4425,8890,7153,10819,10250,10643,4186,8387,7199,7386,12236,9031,6248,14113,4415,5757,13053,8904
"15344","ZNF711",8681,11950,12684,14314,11902,13940,6844,10003,9234,1715,10560,13347,12674,12085,14149,14101,2087,2908,3172,10729,7923,6477,13702,13050,557,1247,9431,11124,5412,3239
"675","AP3M1",15345,8309,6080,4844,13420,8714,11521,6367,6327,8573,7966,14713,6724,3610,13895,12220,3189,7099,8350,6821,13359,13647,11805,9224,6546,7330,6455,11919,5079,9792
"2828","CPNE1",12415,3199,2673,8059,12264,9236,1273,4544,6947,12174,10659,14234,7771,12331,10084,9852,5742,5973,10904,9137,10958,14389,10892,7588,11013,10542,12066,9819,8945,3566
"7131","LOC100507661",3332,12448,10707,3517,9740,13377,12635,12660,9695,11020,5299,2488,9614,559,12316,12458,5802,5006,11448,11794,5360,11957,11592,7996,11266,12272,3555,13062,8374,7916
"14390","UTY",3032,8119,15179,7735,2754,7187,3871,14547,15486,12372,9160,9511,7602,12400,4737,14803,5376,6594,10165,8483,9287,5890,11062,4842,15383,15454,11581,5049,4719,6886
"12588","SQRDL",12120,14830,7060,4126,9828,3797,13591,3989,11022,2995,6801,12706,14484,6333,11418,8707,4467,3671,7369,13147,15471,10296,12953,8041,8911,4028,13333,10368,6539,6866
"15268","ZNF608",12195,13815,3526,2686,14062,4826,2925,4147,6274,3059,10844,6838,14230,13385,8570,8599,8222,8579,5542,12237,14271,9865,11157,13885,14884,6709,8530,13873,1373,10187
"9038","NWD2",3447,11250,12031,11230,15211,4960,1970,10224,13710,9639,4893,11466,11766,9762,13296,8316,12173,14110,3047,10399,4416,7460,7820,964,12960,12730,5136,4268,8433,12211
"4050","ETFRF1",9918,9890,4333,9517,12529,14644,12402,7402,6949,4700,9257,14209,10326,6618,11619,7831,3352,4297,3196,6870,13439,14423,12253,12090,2417,2217,7518,12340,8049,14698
"3165","DCAF12",11169,5190,9162,10988,14662,6999,11514,7118,8846,4598,2857,13403,4012,7111,10369,9362,6647,4794,10131,6182,14947,15141,10322,3071,4086,4178,14144,14768,8129,15406
"6225","JOSD2",3736,4899,3558,9697,5403,4910,11363,13938,11848,5368,11224,13479,5910,4261,12483,14278,15076,12017,9487,8604,7883,14042,8839,12057,4894,4981,8092,12563,2995,11431
"4004","ERF",7846,12628,5726,14401,12082,3296,13275,6124,14164,9973,12348,12926,6577,6787,12635,11205,2515,4847,12353,11498,13723,3261,10041,12886,8342,7817,5345,1922,6907,5881
"494","ALOX12",11751,10173,13495,7949,12911,9826,10642,13441,11411,2235,9659,7649,9725,10390,5858,9226,8171,4129,7227,11780,14125,7355,10946,7290,10447,6943,9873,11237,1096,2384
"2521","CLCN3",7946,11033,7977,7695,6367,12125,6047,11234,13807,14810,10835,6461,9905,10007,5255,9702,15168,9400,10494,8508,7493,2775,14659,9394,8490,5170,11435,3610,6952,4596
"10080","PPM1M",12408,11715,15448,11256,14209,5550,6839,15330,2259,14469,13870,3963,13573,6677,3216,3518,12603,15007,2554,11411,3359,3285,5606,13533,9623,14222,2706,5183,9760,6225
"11922","SLC16A14",11590,6603,12460,14680,11106,995,11780,6801,10948,2603,9148,9107,6098,7331,10047,11653,9595,3442,10257,12537,12414,7528,11600,8885,5386,6491,10885,11111,14028,2300
"933","ASCC1",9927,15219,8757,6087,8782,5596,9597,11422,8503,6352,10063,5658,9856,10530,15084,7344,5613,5588,8644,8714,10669,11522,12040,8733,8710,3488,13874,9463,7043,6532
"13470","TMEM192",6895,13402,13717,2298,3140,5363,9052,7753,9582,9191,11147,5872,15277,15395,13549,9601,7274,6239,9528,4832,9989,4782,7585,14640,8581,9227,10029,5538,15004,4940
"8882","NR2F2",8934,5779,7469,3475,10098,3435,10939,3405,11177,13717,11326,5978,12199,4613,10637,12255,9557,6704,13862,14038,6213,13759,14138,12286,1850,9887,1947,6407,11410,11931
"7837","MFSD10",8841,14507,11847,3441,11067,6327,4384,6788,10753,6465,14478,7741,13206,14156,10918,11799,13863,8224,7939,11144,5988,2495,10507,7319,12168,12748,9478,3391,2210,5234
"7950","MIS18A",3913,5780,11857,8483,2728,10448,7311,11796,13864,11087,7662,10829,3365,6426,7320,11030,4466,9662,11898,7590,8945,13256,13185,4464,4497,11391,14297,8906,9298,13699
"7933","MIR4458HG",8720,3910,9320,13434,13078,11944,12647,3205,2404,6696,3667,13384,3448,15251,13075,13732,9392,7787,6077,3341,5923,11791,6132,11791,13325,9290,12060,12173,1175,11308
"10834","RCCD1",11580,10525,6874,3056,12147,14287,14604,7437,11849,14221,4358,5829,4472,2899,11155,8200,4186,4950,14808,7880,6388,3801,11667,5826,11982,14567,15273,8136,11862,4663
"4829","GALNT7",13597,8624,14569,3473,13185,5979,8601,5085,7818,4871,10232,10371,8348,12920,11988,12704,8603,4938,8083,3425,12742,6906,13266,10194,10022,13986,8120,8332,2336,6167
"14616","WFS1",11925,1406,8731,14113,12826,6484,10653,14094,11760,10240,9038,10827,4385,11917,10510,12929,4627,3183,4162,5517,11588,12159,6928,3376,10973,9759,6615,9474,15324,3975
"10509","PUS7",13885,5533,11859,12876,13612,12442,14268,8615,5513,9585,6994,7843,5059,7133,1288,1979,10774,10422,12551,7946,6578,9487,13294,13175,5942,5807,8154,8862,12593,5486
"7864","MGC72080",13305,8353,12885,4643,9891,11557,3999,8974,11533,12044,11554,7010,12024,10151,4993,9076,3455,6163,4920,10965,12851,10999,13528,9156,8312,12067,11025,3466,6499,4203
"2551","CLEC4F",10728,11801,8411,8840,7916,12245,11029,7987,2029,7271,5141,5220,5169,6318,12177,10436,3511,11000,10784,11939,9072,14188,10188,9420,9249,10319,12756,10789,1356,12313
"12041","SLC31A1",10506,9017,14198,14371,9913,15257,12872,10687,8079,4541,5651,8147,10623,4212,11945,4969,5719,3548,4219,11254,13932,8163,8817,5557,2575,2549,12337,15105,10443,10416
"6702","LGALS3",7845,4742,9635,10176,9877,13066,3235,6284,11702,8259,3613,12218,3320,3997,6961,7690,5482,8284,11834,9559,8294,15047,14906,6062,14335,13664,13533,6231,11226,8552
"7119","LOC100507487",10944,12590,13154,13010,5645,12372,4243,1860,4913,13129,9931,10084,10680,4335,14620,10677,5484,7190,12117,7324,7959,6857,11707,10212,1853,1758,12897,9752,9308,13031
"4689","FOXO3B",4085,12803,1775,12753,7164,12515,12926,5561,2561,14516,14062,9717,11386,9583,6693,8002,15362,5841,9683,10372,13778,7629,8606,7080,6537,10842,4235,6307,8774,8573
