"","gene","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y"
"9167","OXER1",8783,13473,12442,1105,8653,3110,8845,9135,8409,3138,14910,751,11613,8882,6598,3878,13048,7396,3660,12553,1027,348,1935,5908,12218,7897,3668,1005,1569,860
"2118","CD3D",428,6647,13298,380,4246,10446,11682,12976,4638,1184,8150,353,7047,8425,1264,11039,13981,4163,13662,10082,334,6990,534,12681,5208,9568,10182,1286,5018,961
"6940","LOC100127910",10799,7341,5096,9532,11024,2376,9395,7912,1012,775,8446,5245,12157,12595,11828,7661,5318,3915,5507,5263,5333,4301,7384,3188,146,1191,11718,9017,9623,1776
"12182","SLITRK4",10657,4784,3670,1851,10113,4430,12288,1554,6262,2531,4475,4137,4594,12933,13498,6715,8860,979,1697,2037,11405,13335,9818,2544,9863,5066,9530,5046,958,11279
"4882","GBP4",12059,4903,1566,2258,10446,4026,819,998,2247,4915,7300,14285,8287,8616,6115,13079,8872,9793,10292,4452,4932,4058,11051,5840,10456,10949,5404,2671,3938,2285
"8481","NBN",3638,4540,14487,5517,8212,11135,5991,6123,9836,5197,5733,7154,9473,5492,8724,6867,8038,1158,3713,1926,5302,1411,6089,2443,8149,13119,15197,3514,2649,6086
"7571","MAP3K8",384,3651,6436,6057,373,1989,1608,7637,8871,12946,3843,4341,12563,4759,7448,7245,8160,14251,4755,12614,3420,5505,1087,12873,13352,5269,9689,1109,2981,11732
"4945","GGACT",13493,2325,3147,6685,5200,3981,13353,3656,4251,2958,3372,8243,1185,2223,11516,14115,7943,2950,12228,3187,8096,6578,13629,2185,1679,3028,8490,14304,2066,10892
"11778","SH3BGR",9425,1754,13558,13959,8848,11333,2701,14324,5410,6022,3541,9278,2321,968,7584,3761,728,2661,12962,7305,8234,3470,3067,848,1240,2661,11742,13362,12277,1632
"10741","RASL11B",3983,10157,11005,7204,2465,8510,747,10936,515,12193,9796,12946,5148,772,2313,2786,5054,4330,4900,11229,12707,5814,724,8835,10019,7644,10389,3043,5693,5171
"10464","PTPN3",12480,5067,3728,4878,4381,4861,7241,4373,1281,7378,4555,7328,2952,14248,1907,5908,1726,13077,4556,3492,9570,11786,7018,9275,4843,11410,853,10642,11294,4925
"6553","KNSTRN",5200,709,496,10505,5817,8201,4251,5003,5594,2319,9200,14240,3828,11763,3302,8038,8121,6037,6092,3283,3461,12601,12354,10133,4305,5704,2615,12329,3269,8284
"4630","FLVCR2",5650,5825,7786,3374,5312,4856,7941,12235,8905,1983,9367,1764,3587,4627,13168,13378,12251,8896,12119,1907,829,7488,12153,2870,2752,2500,3311,9167,5373,5701
"2798","COX20P1",1917,3686,8851,5483,3990,11813,4281,11637,2898,1851,8774,419,8189,2330,5919,12417,9759,4194,6528,10211,5463,10808,6495,9688,996,7534,11689,10881,3278,5117
"5103","GOLGA4",890,14364,11701,5844,733,1434,3653,14101,7639,5365,10187,4611,10941,13051,1163,14164,10475,6957,3955,8412,3651,1159,4507,4072,11809,11601,2404,1152,2664,4444
"8726","NIPSNAP3A",2568,9200,9833,3729,962,2587,3003,11475,14447,5241,7467,7715,6373,2101,7317,7053,963,4556,9030,13586,13596,7181,5157,6282,4395,4366,13130,5214,5251,3336
"9465","PDIA2",11005,10072,11719,11983,2490,3444,6831,1773,7573,12255,7583,1001,11911,12916,3246,1260,2221,9505,3383,7168,3671,6217,2123,9645,5593,5971,2286,6169,11147,4982
"11797","SH3PXD2B",1218,12558,11561,7995,4903,8493,7914,12245,5065,8672,12731,13717,7267,281,9720,3940,4836,1237,4420,2199,2721,2618,2666,10428,4660,4572,8118,12359,3210,4819
"7165","LOC388692",2921,2815,4394,8469,5036,11252,1790,11290,13798,2039,3727,6251,5511,7146,7602,5288,4277,7658,8149,6374,13269,741,8530,7283,9395,10294,11229,8117,1313,1203
"12311","SNHG5",10966,524,11369,8314,11646,9981,9681,10906,4939,9018,5288,9253,710,1168,349,11069,5094,5781,6241,2655,10622,4125,5930,2438,5590,9732,6928,6977,5819,4052
"12316","SNIP1",3899,9249,5336,7062,2714,2183,9146,4123,5148,2957,7361,8558,11414,10105,3484,5555,7471,4357,2007,7854,12098,10910,4538,11529,4499,4861,4358,4075,14439,5902
"6836","LINC00997",4375,11188,5842,14019,7062,2326,7374,7628,2152,5821,5319,9305,4426,3901,1395,8199,12513,11362,4507,10797,4016,3060,6267,4839,9515,11271,1195,4674,2985,9866
"241","ADAMTSL1",12432,5728,1260,9501,8251,1510,1985,12797,4469,8643,11202,1478,4867,4366,1530,443,4485,11336,13278,11065,6924,2903,6161,10838,6964,9636,1816,8502,1449,11430
"11125","ROCK1",2430,10815,13434,4565,1330,3901,7545,11899,9557,9931,6977,1817,6308,11464,1323,7845,9090,10007,5706,6758,3101,3035,5869,4551,11825,12029,2452,2778,4170,4784
"10308","PRRG2",13400,6229,4199,13349,9441,2378,11140,7444,1985,942,12167,5090,9062,821,3562,13788,1670,3016,2805,12913,2327,9212,9014,11500,930,1847,5836,12886,3548,4839
"3803","EIF3A",3926,7421,8174,3296,4185,3370,2972,6055,8119,6173,11495,5267,7114,12622,3390,6343,15368,7446,7530,8837,2765,866,10939,6163,13887,12317,4258,2806,2603,1638
"7640","MATN2",2501,3174,901,9594,2213,1884,1488,5948,5697,3541,13754,7318,4871,11659,5229,10778,13323,13700,4563,9473,5217,11835,4453,7084,6582,3856,2512,5483,4873,13868
"11658","SEPT8",3229,13269,7556,14498,2869,2463,5387,12779,2970,4186,4450,13062,8198,1896,3800,8671,3325,7147,7159,8905,9257,2430,3657,5670,2118,2997,3700,10347,12688,8709
"5854","IER2",12519,1446,6548,10623,13641,12560,9566,2443,4948,4512,9205,11793,3966,3888,2454,4101,2218,1408,348,3190,5597,9001,12026,5754,3007,9013,8241,3410,7605,12367
"783","ARHGAP22",3039,7571,1668,644,4194,8303,2050,14575,10391,10700,8102,797,5944,10811,10925,4642,12553,7288,12444,5679,409,8542,6299,9051,4641,10774,3201,4357,2888,4926
"5464","HDC",2726,12986,10691,8875,4196,2497,5734,5786,4300,8193,2162,12134,12125,2669,7636,10615,4179,857,5072,745,6178,8493,2027,4255,9690,6606,4501,13246,6526,11724
"5014","GLMN",5079,8124,9834,4902,847,3782,3425,10954,5113,4489,8084,7647,8495,13096,2692,10010,1431,7493,7493,4477,13898,5117,8194,9765,3409,10194,3309,8447,5794,1847
"8327","MYBL1",285,9767,6794,332,3158,12486,11068,11822,8243,4883,7207,331,10656,13580,11638,4100,9856,8133,5960,5249,205,614,682,4651,5662,9478,10225,155,9612,10613
"6979","LOC100132741",2705,9065,13191,10671,2470,3511,8946,7156,4822,4998,2153,8914,8798,6494,3776,5740,4349,4546,6208,4422,14361,5663,2566,4865,6105,6229,13324,4807,12559,4042
"468","ALDH9A1",4830,2896,3452,14145,8163,11085,2931,7561,3286,5908,4329,13117,3442,5229,11483,10015,6747,3743,4746,3442,4470,4972,8424,4354,1170,2575,7667,11645,6819,14836
"10067","PPIL6",1263,3619,4209,7421,1426,2947,8111,8536,4327,12349,7620,4467,3388,11039,1418,7771,9024,13985,12213,3307,1269,3943,3619,4835,14059,13685,1627,5117,12587,8307
"9265","PARD3",4610,5199,6431,15288,4762,15242,7752,13414,3012,9017,4995,6099,4206,1919,3500,6314,3529,7214,2341,4326,6140,10819,3873,4800,3289,3983,2850,10048,9548,13004
"5450","HCP5",6333,2721,990,12411,8398,6168,2784,4430,719,8824,2923,13208,1774,10622,3739,9643,5444,13211,14115,1597,1560,8988,4659,3084,3557,10159,774,14146,8288,12270
"5599","HLA-F-AS1",11194,1734,5489,4845,4225,11799,13082,11722,13887,2248,10901,8497,2135,4867,9875,6420,1829,749,4064,4877,10344,6652,10958,4123,863,1412,9947,14925,2125,1757
"14455","VMP1",975,11616,6562,3106,1038,2056,4887,4037,12153,12529,3065,999,3796,12424,4648,3794,14185,12712,6797,6741,2175,7690,4396,6221,7051,14565,4382,1674,10063,11216
"291","ADH1A",1762,532,7315,8437,3741,5493,11916,7571,3761,11532,2303,8640,636,4630,12076,4063,11823,12891,10535,12597,3803,4814,7129,9460,670,4066,10678,2627,1298,10756
"15248","ZNF583",14949,8034,2451,870,13340,3749,3647,1557,6582,6355,9393,4284,5467,2653,12447,3031,8213,10507,6824,11245,3463,7618,7525,11462,10844,4977,6037,3791,2214,4143
"15259","ZNF595",7598,5500,11975,3188,5250,11883,11006,14283,13141,5568,13337,1757,4971,12312,6268,6687,9219,2136,1977,4133,1784,3319,7604,3541,5262,5548,3901,5235,1445,7852
"6705","LGALS8",5659,5178,7535,13217,9412,8381,2766,5526,1832,6255,6247,6586,9250,8431,4644,5362,12061,9971,4085,5076,4789,4153,2745,6093,6161,7257,6114,3844,10348,8703
"6013","IMPA2",3321,9620,10378,12142,4234,12520,2201,6293,1649,5182,3306,5335,8678,10820,307,4142,10840,6114,5743,5884,4949,11269,3692,10546,5948,5105,4738,2631,7883,12212
"8929","NSMCE1",8150,2724,14012,9651,5061,11820,5399,7012,3796,9889,3445,5747,3533,6477,2321,3711,3403,6372,8558,3017,8247,5033,7098,5124,5312,12183,6152,9550,11531,3391
"5535","HHLA3",1786,1824,8619,9226,1499,12899,4298,10667,8035,5871,2415,4676,1808,12236,1460,8422,3887,10109,6166,1971,4421,11349,8645,2982,8405,6138,6962,11801,10028,9120
"1318","BMS1P5",5801,8190,572,11395,6292,6064,8473,2958,763,1042,12514,13264,6983,4806,9973,7814,13735,7873,528,4487,5857,8903,9793,11090,1216,2052,471,11965,1587,11271
"14316","USF1",6515,7061,6662,7196,3549,9808,3422,10408,4570,10378,7138,4574,5994,6293,4308,4212,2852,8545,3807,9741,6703,8979,5653,11213,2990,4444,4367,6387,15227,4756
"5582","HLA-C",11369,12378,3269,464,12747,4248,7202,1661,2576,3967,11025,1944,11185,11630,13316,5259,4840,11068,2103,4245,3836,8376,5335,12970,11088,5631,898,3504,2398,7221
"4982","GJA1",2518,10133,2839,6870,2245,545,3990,5202,7884,4118,14182,5295,11016,1370,11066,7177,10339,2947,12175,5675,10691,7892,1377,4516,10673,3480,6349,4082,8667,12452
"11616","SEMA3A",6115,9511,13739,9637,6218,4023,4670,13295,5068,4014,6018,4701,4216,11533,1524,1938,5212,13288,2141,7882,7008,2592,2879,9445,12905,12598,5791,1059,8045,734
"3763","EGLN1",13298,11169,5661,1449,15225,4093,2817,2053,2151,5028,11073,6970,12468,5391,5821,3874,8236,8382,2422,8562,4348,2569,5813,13331,14090,12547,3151,1421,2703,1698
"5460","HDAC6",9814,5885,10779,5521,11461,10343,5438,6750,6475,8443,5203,2992,7376,7028,6845,4706,5088,5616,5885,6683,4245,4449,4862,3687,9716,8329,6943,5534,5992,5739
"6839","LINC01000",4644,2151,7851,10276,3445,2746,10175,11688,12886,5534,6779,6356,2560,2849,11543,10457,8086,4135,4126,4848,5604,3099,10000,892,5684,8687,9310,7681,9605,4161
"8394","MZF1-AS1",11200,5749,13462,1407,9044,2108,13959,9632,12462,2991,7682,1787,8164,9556,8481,5954,6716,5190,2928,14471,5224,1427,3419,5088,11571,6896,3755,2116,882,4539
"150","ACOT8",13128,2926,12294,3451,13013,13892,9018,5978,6278,11644,7237,5522,5184,4199,6228,5707,10140,2334,4460,3359,1627,1723,6770,2914,12738,11132,6175,3171,3023,2605
"12294","SNCG",10556,6200,5605,10223,9683,1002,1767,11242,2946,1236,2685,12655,4088,3308,12219,2321,1737,1658,11708,10301,13147,7565,3934,9225,6683,9543,1531,7052,14055,1997
"5946","IGSF9B",7249,11743,3667,11358,7122,1451,12788,5625,3862,166,8238,11502,6959,6678,6025,1895,5420,2157,1567,7746,11833,8540,1405,12240,374,111,10976,9374,9425,10379
"5513","HES6",13774,1632,2820,1181,8833,6679,1901,5434,13325,10731,12648,13286,5732,7671,8913,8436,3871,7634,3798,4235,6688,4492,3453,3091,10032,6502,7023,11633,1578,868
"7421","LTK",2878,1346,2467,3844,3488,7491,577,4719,11555,8312,3854,12341,4352,11051,11994,9948,655,1307,7774,2229,12004,9499,12879,1479,7423,5280,10123,12082,10073,4872
"13679","TOE1",7296,3155,12217,7864,8308,10869,9777,4367,4527,13183,3662,5988,5796,7043,6461,2626,8123,4404,6192,3053,4936,5795,3071,7905,6290,7624,11878,4855,6575,4071
"14953","ZNF121",6940,9601,1695,12782,4769,9074,6434,6072,13448,13964,2994,3719,3241,1885,942,4746,2108,2630,5208,11940,10506,2467,9844,1760,9881,12975,13089,5579,4761,2858
"12348","SNORD68",1296,11260,3849,10033,1949,1693,6842,8360,3942,5337,6063,6127,7658,11111,1826,12598,12759,9159,1575,9663,6282,8704,4540,5837,9298,8595,1293,1652,5561,13056
"15492","ZWINT",8368,4567,4179,1919,4181,751,10691,4494,6044,3282,9556,6185,4491,3065,11821,12452,11226,8027,12295,2981,3380,3902,13587,6173,9374,10396,2297,9933,3325,5000
"2838","CPS1",10811,2678,3567,8257,6918,12339,10328,4888,944,5969,3707,13066,3766,3590,3398,3947,4147,14648,6118,1565,11766,7566,3771,12644,1620,3349,3957,8619,8329,11676
"13920","TRPS1",6766,1682,676,2576,6857,7157,3368,5414,8712,13230,4964,3526,379,993,14402,5045,3707,14992,13715,9498,1410,12478,9274,4541,3212,3021,1859,15168,6477,12850
"4563","FICD",5828,1934,876,6660,3114,8616,1853,10243,14084,8214,4123,13390,907,7009,12738,6710,438,4554,11196,5583,12641,7545,12240,2308,1104,1123,6855,8234,5630,12228
"5709","HPD",11599,12720,3412,1974,12601,1658,14171,2413,12578,342,11020,2239,11331,4606,11768,2107,9087,3270,275,13420,5269,8681,4909,10700,8310,1173,6128,1074,102,9045
"5684","HOXB2",12852,3389,12818,14503,9907,9441,9521,6037,7900,6436,3851,6510,1581,673,4607,2712,9625,2645,4772,14299,6481,5278,7960,2648,3524,4502,9681,6337,4125,3375
"6501","KLHDC9",9158,3323,8628,11220,7741,11680,6590,13097,7262,4887,6014,2498,11064,10534,2353,2974,4195,3135,2444,4168,7641,9229,3705,2595,5765,3592,4950,12026,6343,9222
"15031","ZNF254",9517,2711,3800,7114,10124,10287,5624,3086,2025,7418,2351,6360,3860,5606,13979,2451,3066,7520,9944,3734,6737,13560,3069,8396,2242,1920,12532,13899,7078,8029
"2839","CPSF1",1528,1746,5055,4947,1357,11139,9558,13742,12548,5346,2461,11340,286,5555,3136,11660,6724,10912,11186,2314,8136,4813,11118,2543,3973,8996,8463,7144,8355,1963
"13385","TMEM102",3417,9769,10705,2989,2474,4112,937,10244,7841,8155,8637,3331,14282,12212,4251,8440,4806,11781,10039,14303,3581,1645,3531,3826,11324,8468,5936,1836,3994,1195
"10417","PTGDR",8126,3995,8011,11686,11244,7871,12727,7301,3970,328,10057,13081,3925,8515,5225,4852,5215,4639,1007,4610,4291,2648,5678,9535,534,1045,10467,13471,12697,1336
"7057","LOC100506257",1583,7275,3795,10313,1257,9344,9666,13087,2169,7805,9009,2805,2253,11361,5023,9088,13632,5585,7701,5369,757,6748,1899,12632,3329,6923,661,7686,6308,13026
"2478","CHURC1",5210,1805,3949,9089,2689,6690,1584,7147,13766,3908,2208,12434,1172,1712,12724,12409,103,1232,13004,4499,11189,13505,14886,1375,832,1402,12887,12627,4024,8099
"11987","SLC25A33",1663,4373,1281,13164,401,11061,621,7353,2732,7067,7027,9048,1671,5395,887,13270,329,12759,6672,8801,11823,15364,13348,6380,350,1885,607,8661,12364,11803
"8259","MTHFD1L",806,4468,3552,1160,626,4586,3145,8370,13764,9922,6060,5114,2329,11036,11301,9750,2456,11375,8279,2475,3516,12581,8951,3852,10266,8927,4537,7309,3735,13925
"12066","SLC35G1",10365,3245,11783,9633,5987,12993,8959,2079,8120,8770,6278,4476,4120,10186,8543,2083,3247,1916,4671,5136,1612,830,9924,3563,11437,12659,13887,1803,6133,3741
"10042","PPAT",7200,5148,3222,3407,8287,5694,4127,6320,6145,3974,13288,5593,9192,15021,13129,10183,8116,6608,7490,5847,3537,3985,6146,4821,5696,5326,4251,7483,2192,6764
"1706","C9orf16",4020,8179,6665,4243,5367,4332,2840,3214,10558,15009,6082,6413,4543,10679,3304,10210,14348,8942,8258,7334,3481,4092,13543,4975,5816,6482,4983,1399,4039,4845
"7525","MAN1B1",7240,10982,7400,1826,5365,11722,2891,9155,2979,15084,14120,1013,9945,6892,1807,1907,9074,14174,1204,11527,1211,2159,1918,11698,12657,13868,1650,780,3694,2313
"9149","OSTM1",7131,7576,6962,5749,6781,5941,14780,5826,3800,2279,10580,4192,15174,14376,6597,5108,14582,5012,1978,2911,4561,3287,2578,7878,4893,4684,2948,7075,3987,9056
"11138","RP2",14944,4766,14683,4218,8331,13711,11957,10969,5072,6098,5264,2708,5401,5556,7294,2954,1215,3704,4057,5525,8399,7748,5046,7739,1902,2866,6046,10644,6923,2550
"2395","CHAD",3871,5111,2831,9183,2837,10537,607,8210,2581,14190,8304,8397,3717,11747,663,8190,7413,10925,7409,11827,2594,4466,12082,6446,12591,9273,1240,3325,5258,2466
"8389","MYRF",8661,2234,9672,1070,11865,11868,2852,4492,6968,2380,11344,5962,10303,4184,11056,5533,11072,5270,2658,5654,2474,7162,5733,6598,2117,9746,6776,554,11614,10475
"10678","RALGPS2",14731,5692,14853,2232,13891,3274,6699,1594,13907,8267,4776,5417,2160,814,11663,2769,8966,1131,2594,7477,5591,4803,11487,10802,6167,6321,11842,894,6028,1532
"2070","CCT6A",3998,5522,5300,5822,2385,2854,4970,6192,7598,4616,8032,9605,5597,6662,6189,9883,4726,6371,6286,5716,14243,12628,7362,8707,4400,5810,6385,7088,5444,8009
"6057","INTS2",4031,8905,13463,2638,3542,5113,6032,10221,10316,12270,9301,1700,6450,12814,2151,4841,11481,6990,6462,10870,1374,664,5428,5762,12724,11676,4376,1294,4450,1077
"3870","ELP4",6758,4908,6445,12367,9460,10542,10133,11305,4825,4673,5534,6602,4365,2592,8995,4745,7932,4498,4568,4431,4626,6458,3495,4175,2678,2616,3899,14761,5379,14657
"14528","WASH3P",7033,5545,10267,2868,2117,14019,683,9462,7143,11157,7923,4092,6608,10425,2974,7520,921,7230,6643,3891,8160,4779,13681,6076,8059,15283,3087,6630,1733,2436
"4877","GBGT1",2282,9963,9117,11852,12756,4485,979,6800,8302,5434,1303,9404,7814,3798,10874,7765,10395,2030,5239,1403,4534,3571,2268,1614,11113,10947,12085,10566,6546,3254
"1850","CASP8AP2",1592,12299,10135,3889,997,5424,6230,14215,9652,10738,9689,1361,10419,10958,2769,5804,6793,8219,4262,6512,3799,2209,2256,8074,11578,11982,6809,1572,4651,3676
"3034","CXCL14",10170,4493,1026,1935,8792,3985,3120,3738,10349,4615,10756,13496,9574,7861,4361,3200,12123,3393,11124,10903,9210,457,12499,13208,2082,2698,2745,4412,2327,9947
"12048","SLC35A5",3318,10654,6955,3097,1858,4867,3875,9247,8632,13302,7275,5339,5167,1574,6456,4657,2355,8403,6481,14617,6440,8337,4119,11513,6125,5168,6034,4269,13539,4943
"13151","TELO2",7189,3776,5341,8713,6942,6255,5379,5614,5021,4385,8057,9173,5005,8574,4378,6749,8675,6748,5959,4269,8349,7398,10219,6040,7281,9045,4945,8628,3732,6784
"14590","WDR73",3856,14558,8333,1180,3897,2788,11406,4117,10010,5545,8363,1393,15072,6262,9992,3093,10323,7031,1996,8001,3750,5855,2437,10256,13647,6055,6004,1471,4429,7545
"2473","CHSY3",9644,8425,11982,1623,7748,6337,4809,6393,3774,4418,12883,4711,11809,13089,3674,4328,3261,7790,2015,7681,10767,6491,6914,13092,6526,9783,3411,1996,2640,668
"5232","GRAMD1C",3341,5857,1276,12771,4440,2545,963,6212,12107,1189,5266,12242,7818,2608,13251,10195,1619,5220,10517,13970,6568,10035,5687,3458,739,375,9547,10430,6478,12007
"136","ACKR1",543,13354,3112,4525,772,8478,6301,2662,332,6000,12486,9979,9681,5171,2582,5824,14229,7279,10644,13048,4327,6899,10392,10397,9372,9191,150,8962,378,1688
"13819","TRGC2",66,10536,10140,671,416,351,13125,10196,10629,8999,3196,190,6543,4259,10052,10932,10428,7885,11227,7215,37,251,127,8300,9956,8707,8013,161,13575,12584
"1329","BOK",4277,3414,12673,10232,4189,8480,2755,7155,4150,6309,3720,12293,1583,1409,6044,4378,11860,3360,10817,8939,8576,7127,9693,4575,5240,7117,7716,12742,4797,3168
"7733","MED12L",7237,1038,3070,8496,8767,7690,5017,3772,268,8268,4110,11066,945,1977,2295,8076,14248,10608,12750,1639,5786,7506,6716,6180,2885,10786,2436,13372,10245,11568
"7517","MAMDC4",13556,11819,12046,1204,12573,1751,12772,7041,8515,2746,7277,3056,9812,2798,14236,8416,3995,4310,3570,10692,6501,2448,5121,4264,8573,4719,5104,3527,368,6030
"4137","FADS2",2409,3726,8343,7356,4434,10399,2588,12238,8400,4600,11848,13415,9130,1259,165,12098,10197,9435,4436,1250,7796,1169,10271,997,7115,5989,6586,9513,1643,10036
"11499","SCML4",2620,8420,6819,661,12067,11535,12540,4198,5454,8752,8120,2085,8293,1851,745,7809,7679,3683,11469,9500,1779,3928,1963,4035,11848,7781,2182,4820,13843,12385
"12677","ST20",10615,7629,7834,8232,8679,8588,6117,10735,11872,11183,10632,7443,12943,5308,8202,10533,1460,3774,2815,497,1156,635,7178,2433,1877,1704,10149,3674,2804,12167
"12687","ST6GAL1",6608,7143,11031,13400,14045,8277,12967,5899,2634,11967,295,2624,2475,2397,8467,2379,4449,5384,6605,5576,2337,8901,2809,1463,5524,2792,6644,8808,11875,13111
"3032","CXCL10",7429,4459,2071,5559,8496,2225,746,11411,9436,4814,10143,13004,1043,11723,12181,736,4185,9919,4328,8470,6516,12769,10537,2998,6884,8234,3980,8052,400,6139
"15296","ZNF653",2258,1832,5196,10755,6160,6017,4791,3315,4849,8753,2490,9371,2441,12812,2920,9504,13326,4053,10881,1378,2776,3426,6484,1543,11020,15082,6268,5463,14902,8822
"158","ACP6",10602,946,4212,9953,11129,10529,6478,6179,10989,1901,5466,10165,1019,719,12374,7373,3510,1749,8517,1582,7102,8610,12948,333,2407,4539,11626,13002,69,12864
"6320","KCNQ1OT1",5683,5302,4700,851,10016,5266,12652,1833,4350,1923,9987,6969,5596,13145,8802,10279,5500,1111,9495,5881,9413,8710,4185,2740,11208,10257,11156,7835,608,3442
"4486","FCGR3B",11410,11336,8848,8574,7722,4959,3035,14305,1577,4379,11949,3588,11330,1820,7672,11274,1090,11957,3298,2122,498,5839,7566,3442,2071,9004,10790,7504,9655,294
"5698","HOXC8",3934,6955,3391,11437,4286,2137,5166,6683,3043,5273,2172,4950,2920,12773,14398,7600,4040,7959,12968,10122,5427,11132,2249,4926,1777,1275,5565,13345,8520,12518
"5851","IDO1",5432,13013,646,10565,4965,12318,149,3579,4338,1359,7597,12102,8332,7617,12609,5498,5992,986,2081,11027,12727,2224,4031,12526,2026,3760,7624,13010,3782,7030
"7456","LYRM9",6888,2948,6513,12456,4046,10752,9882,13574,1338,7115,5190,7492,3753,6233,4440,8989,2118,8073,10161,2774,7296,10377,1608,6575,785,2198,2968,13582,11297,7543
"586","ANKRD19P",6877,3105,11018,8712,5120,5945,4673,10085,10337,3960,8617,4664,4988,9899,1119,3798,7964,4944,11204,10984,9234,3987,6732,4505,7846,7933,7526,7132,5461,613
"7824","MFAP2",6546,10013,9917,1479,12085,5859,10829,5809,6345,5004,11985,811,11248,5162,13236,1078,4911,9539,5225,6959,1454,617,5955,8548,11921,5432,2880,5699,11919,532
"12113","SLC47A2",4917,9045,14477,11006,9031,4742,6644,10181,10484,11042,2491,9089,6019,445,14109,6779,11408,811,1392,2861,1824,3788,5152,1502,11138,7247,9835,5591,3871,2081
"15308","ZNF669",5933,7904,8320,3176,8938,1563,8796,4861,14601,1558,8699,4138,8129,14495,11557,7776,9522,2927,5326,5086,3454,3310,3675,4001,14487,8235,6606,3651,938,7340
"1311","BMP8B",4174,10680,10837,4165,2647,253,12359,12641,11722,12232,550,216,1166,7963,4250,6579,2014,13721,11933,11140,898,164,7040,494,13248,10498,371,10821,2377,11850
"24","AATK",12230,2488,2256,7437,7930,1985,3648,13332,10380,443,12503,13007,5701,5711,1151,10578,9659,4466,11663,12118,8015,9165,8390,1982,3075,3394,3225,9978,1087,2021
"6801","LINC00852",12819,6062,14123,10668,12741,13381,3625,10138,1724,1707,11968,13317,8916,6276,1356,7039,5367,2249,1497,2701,9725,1496,6619,4713,3581,11245,6290,5121,922,1649
"7763","MEFV",6052,5985,1943,11335,11774,11069,12060,5375,12959,8475,2911,695,3075,4345,14031,7091,7487,8446,1550,943,156,11976,12213,483,12083,6350,2304,4352,11444,77
"13594","TMPO-AS1",12487,6227,11177,9538,9236,12705,7895,12818,3317,2652,11621,9428,8052,1171,2203,6183,13850,3047,2987,9366,5251,2047,3874,3691,5571,10803,1933,6215,319,3390
"12056","SLC35D2",4643,9460,10301,5938,2274,10696,984,11371,6935,5639,12719,8239,15419,6586,2833,3999,2859,3517,1682,9229,15007,4650,5309,10332,3833,5193,8375,3401,5829,1813
"284","ADGRG4",7114,5551,3198,8480,13738,12539,11756,1734,11401,4762,2397,8800,2077,392,8765,9894,10593,3546,11519,1529,4427,7274,4357,1670,7276,9182,11827,7194,4742,1356
"3959","EPDR1",4554,6909,4309,1595,6219,5793,1941,6388,14162,3719,4015,5724,3147,1749,11556,11226,3231,8200,9586,6309,1801,11331,11104,4383,10216,9680,6112,3198,7808,13141
"5260","GRIP1",13117,10310,1790,10566,4064,12495,1782,13857,2256,9713,5343,5129,5898,10748,7368,5352,407,7358,6283,10039,4513,3574,5728,13637,1690,7220,3358,3734,4425,7354
"11011","RMDN2",5607,5244,5268,14200,5043,15481,7601,11174,4197,7531,5810,6901,5031,3216,3053,4598,4258,5956,2300,5061,7752,10862,5236,5132,4045,4878,2833,10998,6178,13665
"9333","PCDH17",3694,14119,7261,13308,9483,12767,3613,9868,4915,2225,12611,6933,12003,936,9368,3048,9083,681,2036,6183,1007,4663,6050,6134,2595,1963,4636,11757,11596,4611
"6479","KLF10",11718,1077,5678,10454,8886,5321,9537,966,3109,3697,7830,11998,7834,5995,9049,4673,2143,3207,5338,1246,5785,3950,8768,9922,10919,11941,8972,3027,10568,5553
"5868","IFI44L",1629,8491,2962,10861,4312,5562,7994,6267,2908,5280,12390,1612,5888,12161,5240,2396,13479,7618,4265,10180,4440,4030,2284,11281,12186,9158,3351,1851,4793,14304
"5756","HSD17B7P2",6560,2158,2052,6272,4249,7722,609,3026,10114,5714,7239,8125,2208,5076,11922,2901,4278,6781,10683,8588,10742,13667,10835,5708,2532,2346,12566,10774,9333,4435
"1170","BAIAP2-AS1",10128,13538,11490,6155,13915,2018,4582,2804,4536,2281,2919,8451,7421,963,14879,2214,6750,1823,2768,10683,10055,10463,2454,10910,1971,1011,12013,5219,7146,7664
"8986","NUDT16",13308,1733,6347,3133,13052,9768,12038,1436,8403,8296,4086,9827,3139,1956,12831,2407,9790,1374,3286,3096,3424,4546,10438,6824,7349,6114,13734,2403,12818,2290
"11875","SIX1",9595,1080,6541,9908,8941,7868,7257,9471,2818,7283,10186,4675,2664,8905,7352,6971,12613,4805,7762,525,998,1814,10900,830,7759,14288,1542,10115,481,13322
"8891","NRARP",4432,1418,5959,9647,2935,9735,3669,3829,7491,13441,12051,12747,6870,1560,12179,3329,6984,1903,3673,2102,4137,4552,10932,13099,1295,12613,7005,4128,11041,4540
"2285","CELF4",8147,2378,7265,3088,10127,11473,1962,13271,12451,5190,11382,1470,1961,11219,4102,6475,12197,14075,10089,10768,441,1896,10427,1388,4752,6688,4145,5028,2944,2504
