"gene"	"B.cells.memory"	"B.cells.naive"	"Dendritic.cells.activated"	"Dendritic.cells.resting"	"Endothelium"	"Eosinophils"	"Epithelial"	"Fibroblast"	"Macrophages.M0"	"Macrophages.M1"	"Macrophages.M2"	"Mast.cells.activated"	"Mast.cells.resting"	"Monocytes"	"Neutrophils"	"NK.cells.activated"	"NK.cells.resting"	"Plasma.cells"	"T.cells.CD4.memory.activated"	"T.cells.CD4.memory.resting"	"T.cells.CD4.naive"	"T.cells.CD8"	"T.cells.follicular.helper"	"T.cells.gamma.delta"	"T.cells.regulatory..Tregs."
"ARHGAP22"	25.0085422353593	16.1814570483631	1107.86892247817	259.683297162555	35.7391329539105	61.8312436383152	20.0516476723073	35.5715519203524	163.698081027193	298.796835463704	224.142601343287	36.1081008054747	33.7150259494925	35.1413259742481	15.4453031083332	16.3528785748426	59.4696543764586	14.5838801202288	8.06275930949648	13.4659136161265	7.79482854781674	31.504587910249	22.415813467053	8.8005006613245	19.092635556865
"ARRB1"	7.03710784679805	6.90979294881121	18.6681945605893	28.7134309720189	329.593359469426	17.7562652842916	146.71991191094	118.568011791955	22.7538732990032	1120.52627083157	335.505150111608	20.5914481438207	30.3000425758828	380.178048021031	22.6250269307436	99.0914612828728	40.2491263201674	10.8463495832905	12.9577671580838	15.1049320560662	14.6302797232404	11.3232913224833	9.91055600094695	10.3468279134663	3.87706213066252
"ASGR1"	24.9443716449867	22.3314049966875	35.0340656650962	54.2006797438825	99.5133836454886	27.9368635703828	46.4056090537117	30.4935710884715	61.8773945362936	17.6355548213362	108.339066965433	45.6820431541241	39.3818489503462	895.456350589678	55.8954944858954	8.48104973285163	5.68619137483687	27.4904728389771	4.26277741846924	7.02183075254801	29.6986507095497	6.77597781713447	5.61369746943568	279.840654469751	10.7585304035042
"ASGR2"	19.1011596087204	13.6614803702811	22.0477753207511	33.2704494712815	127.358594199128	37.7545152942111	94.8813179751735	169.93494107371	19.3054187583183	18.306062586456	667.591521831029	12.5054558702419	15.0250469224504	1473.46613167801	36.0184035564653	18.5390204395937	18.956689449299	23.1221424183154	21.7847380870464	27.3116633516878	24.370933939723	18.8257482780746	14.6390328182512	130.35267240968	83.9869342743482
"ATP8B4"	64.9257013835661	91.9896665929191	215.487774100071	555.080828447089	1.6626095594548	295.549012280384	2.22591571586574	5.67026924997901	252.831199030009	25.2089646067646	1021.41394662093	2177.60060777595	1890.84786038502	176.546199710055	72.7345255491716	935.975607337313	534.070456050524	61.3721766806502	54.2151780666846	34.6074735543662	68.4170820214687	48.967983122381	30.2309371244772	78.5357565864338	42.747117010781
"BACH2"	780.74515037549	3000.17852175424	59.9814902598085	39.7370573922517	62.3967754324458	145.324315174104	33.232918359866	15.1377724313165	45.7414626982056	56.8638124183087	37.1543389822162	47.418400766233	57.0233388534419	32.5439636545999	104.611845529192	460.641471479546	407.206015002723	114.459260592687	396.333561967909	366.447849018467	1391.95180890781	639.3520934118	309.819613338655	466.922211649318	339.587078746163
"BANK1"	10460.7125815429	6162.828755633	36.1320773889305	33.1171151280015	18.395068462607	963.372798024579	27.0255951302689	29.4791787832086	17.3880372803998	12.890490199678	18.6072436098772	65.081863267843	57.3560023764451	62.7098983484467	29.404202399349	22.9680323959332	21.7884203933814	80.8708139063926	2.42879995572766	22.6650537164147	54.7158839352845	17.2809391259195	14.2834662481079	35.9824322287923	21.2215725705368
"BCL11B"	106.255371857075	125.77604288857	50.1304031591345	67.4549205395289	7.96885099014794	231.166520674844	12.0751186818672	10.5841821548938	52.8953827735603	50.0880758243798	33.8529886260665	36.0484495703302	38.1340856920337	59.6083792371951	131.488440281296	452.821014886086	746.007234521257	116.29748337163	755.119794450055	4739.47222940033	5247.43665047472	4069.34136914944	5231.75449762122	2727.52016129825	2308.76041508115
"BCL2A1"	229.844463194351	83.9120661223618	4783.66378898078	99.6541982350689	5.75730038994519	28418.4185185891	6.06641416112764	4.04857689470043	7351.1693284482	9587.41825958973	149.998178652788	3455.70516589897	886.894791671131	2099.37669558692	17489.0748595459	479.379352544594	480.087898898762	58.5204144064155	1107.56613163408	621.994790463375	551.146183323759	508.562864865974	653.53588042291	382.012084613258	132.699413102987
"BCL7A"	319.835241586926	698.436387180704	122.861453450327	229.126550215989	149.269947222895	59.1436587593215	154.331838930126	160.478576327293	58.6778594306343	97.8572827584714	141.41363120999	144.416837106461	116.688536996935	36.7679631026544	94.8283520078669	41.0406873615077	20.462936105829	157.08944053813	35.8745959555907	56.8205482226421	77.3883992583424	86.4426732281004	48.1149629648955	33.9983692779369	140.185679111041
"BEND5"	200.188266491278	389.489237125179	40.0057956407984	47.5875801930625	32.5150592285393	63.6888198622324	13.6957179332586	41.1620925199986	26.3224395293999	40.9368945312862	34.2368854495613	43.8761665342998	37.0154324728306	35.1357897123993	75.7714802504674	23.6011592419627	53.6731482558917	152.589517661153	33.4221630752405	45.1340673476025	76.9026695220041	122.893201033381	53.8941202658362	44.0676394049873	16.5176201153561
"BFSP1"	5.16294448632016	2.96718696768733	10.244903074413	12.3802834340478	86.4076222112333	9.26157559802839	53.3917158821127	28.194002707397	5.29882561480328	25.5121449839961	18.2407271871176	33.9903388397738	22.2441181430888	12.782199071946	14.2456357194265	12.3159619006522	22.6314015808922	5.16988946923562	6.74481412074823	4.64743046137264	25.5654878880344	11.6365162107483	19.0446926738262	82.3134554670571	7.88856447190179
"BHLHE41"	278.029390875645	174.401048509789	767.1361914976	274.347463835316	15.0459584771458	41.0947940007927	31.441016722194	23.7188595258931	3494.12847506486	107.241241466066	281.955540462437	206.618715331038	205.624839412313	27.7780419868723	61.1118856449364	33.2025893362209	35.8469780040511	772.385506815564	43.644127997928	17.5352347704573	45.305318920912	30.5053414416184	16.789919232044	62.0413160733442	85.6137857036858
"BIRC3"	663.418263464591	1051.14640432715	5744.62679577507	377.45395353532	55.849582956057	1801.79387223804	125.681339855169	53.9905438142533	3640.95627182023	2379.46378597561	191.825357716384	1938.96676714469	50.8083054159532	113.514645102786	105.487288425868	1067.91835265686	231.503005124774	286.487040289994	2696.84551110336	1005.78053659391	593.745821978984	315.574422299381	528.041256073949	174.386937662404	2051.81325711732
"BMP2K"	168.466590011518	211.593406373161	518.625097819186	368.526344150162	122.334931983395	886.679056845836	115.995363694995	87.5936302314557	912.236373913404	629.23261931407	857.655399823522	2573.58656149717	3012.67626005626	296.264434492119	430.865646458767	80.6424468205702	77.3180015498444	79.6156815884657	105.447307043821	29.6314515890365	61.8129550018623	85.5212683038223	101.237829395833	88.6116222390694	54.9388984990634
"BRAF"	608.677425756208	1355.14979644313	262.398138739301	180.75331725529	119.782060644409	925.840694543951	171.971166379778	49.7998583706115	212.781968661533	320.636753559727	145.394163072923	247.188067257693	114.262019823662	210.197821684287	603.133710470854	206.523889350184	246.355926269344	354.619914877459	137.617063993198	118.976995113242	167.829084625661	137.523848592731	105.362813315626	334.689307652094	460.574604924664
"BRSK2"	1.51944144058982	3.66263736528481	9.49639833126514	4.3451684795836	27.212626121863	5.50890210985798	14.2300890988719	23.6681610542001	7.13205892029782	6.96193185491322	4.46550514979484	9.39278912730469	31.6935169792231	7.31868722263881	9.57629648949738	8.91724762086115	10.3739084172137	22.1016536102394	26.3368416422662	8.70008374463898	8.76928095276666	5.59618891335659	31.0417037738972	40.4989591486498	8.0504385978403
"BST1"	47.5912738949281	38.6104991958409	116.768968753594	116.396038615092	333.898254428326	7.04597005057044	15.5789302626027	344.790705279031	236.00327708964	54.2328206090672	164.855573015061	386.868363605313	377.282397703352	1527.06235356836	2345.81938890211	58.7258817840832	114.096553995789	22.9521063426221	52.1111386694463	47.2060702129786	115.307544724988	49.0648225631654	48.597494512632	276.107614762323	26.0182969703977
