"","logFC","logCPM","LR","PValue","FDR"
"AES",-0.0225268091416946,8.52043677007727,0.0460230451049668,0.83013391262172,0.999802087555117
"FAN1",-0.0222363362666816,5.04184931824177,0.0460171043513213,0.830144709167166,0.999802087555117
"MATR3",-0.0203757364218223,7.91145334868525,0.0459986039135032,0.830178335972279,0.999802087555117
"LOC100506100",-0.0329681543617069,0.312660523939909,0.0459475716968658,0.830271129940993,0.999802087555117
"LOC100506326",-0.0432046070367689,0.189589373072334,0.0459375913175215,0.830289283973682,0.999802087555117
"PCDHB13",0.0328235710856186,2.03555064318918,0.0459231129239654,0.830315623436174,0.999802087555117
"C4B",-0.0473853360824514,4.22706027206309,0.0459185882832571,0.830323855668464,0.999802087555117
"INCENP",-0.0230250510565192,3.48493491641967,0.0458846724784756,0.830385576352716,0.999802087555117
"MGA",-0.026611558246788,5.07838095164874,0.045878211722119,0.830397336475909,0.999802087555117
"KCNIP2-AS1",0.0437617955678476,2.41238661598119,0.0458585420074087,0.830433145398296,0.999802087555117
"HPRT1",-0.0264952246758574,2.99487029343458,0.0458345200958732,0.830476888436593,0.999802087555117
"PSMA6",0.0232788323516119,5.58383403614067,0.0457731764509663,0.830588647436097,0.999802087555117
"ITGAV",0.0292399819641957,6.72477667476167,0.0457391414755648,0.830650687882047,0.999802087555117
"ZNF205",0.0244987216229718,3.50574799975178,0.0457291155373625,0.83066896820425,0.999802087555117
"ATN1",0.0229086400934645,8.32312305473949,0.0456726159908456,0.830772023192617,0.999802087555117
"LRWD1",0.0256994543482736,3.40161986231076,0.045627540460849,0.830854288622169,0.999802087555117
"SCOC",-0.0220714215153802,5.610167469285,0.0455955740905409,0.830912654836405,0.999802087555117
"SEC11A",-0.0212157610551222,6.7055703971047,0.0455271928406908,0.831037581502916,0.999802087555117
"MRPL54",-0.0285782100996761,4.28565197234804,0.0455221103313903,0.831046870725731,0.999802087555117
"TRMT5",-0.0230407758751782,4.42930944005564,0.0454996429920485,0.831087940427779,0.999802087555117
"TKFC",-0.0229734836968042,4.46023372810911,0.0454669144936091,0.831147786231407,0.999802087555117
"DLG2",0.0319906011949103,1.84691501454649,0.0454229106238522,0.831228285155543,0.999802087555117
"PEX13",0.0209649146677766,4.39212125464769,0.0453693617826754,0.831326300274492,0.999802087555117
"RGL4",-0.0248057377379417,4.14702866082296,0.045333688592283,0.831391629591686,0.999802087555117
"CUL4B",-0.0204744517047369,6.34171520445418,0.0453334873249212,0.83139199825448,0.999802087555117
"ZNF81",-0.0368093108729746,2.38357480999457,0.0452986946845506,0.831455741031181,0.999802087555117
"PCDHGB6",0.0263632232670734,2.58771586853063,0.0452855132284569,0.831479897149672,0.999802087555117
"LINC01590",0.0426519376775762,0.0704657159783727,0.0452766613290798,0.831496121056682,0.999802087555117
"AOC4P",0.0307699941421861,4.63884464622979,0.0452703311088136,0.831507724205338,0.999802087555117
"EPYC",-0.116724929251443,1.43941134510927,0.0452632149644714,0.831520768947279,0.999802087555117
"LOC148413",0.0231532155819768,3.72598290692042,0.0452589723396422,0.831528546694991,0.999802087555117
"KEAP1",0.0225106510557671,5.87109948325648,0.0452485401196423,0.831547673074057,0.999802087555117
"JAK1",0.0217659431454763,8.42840643017036,0.0452089385782877,0.831620299325483,0.999802087555117
"XRCC4",-0.0317206339975692,2.10477194789418,0.0451772343497705,0.831678466465002,0.999802087555117
"AIFM1",0.0286336306794444,5.1957954881214,0.0451429630746105,0.831741367313757,0.999802087555117
"PNRC1",-0.027582504236097,6.86180682668322,0.0451238541995167,0.831776450217162,0.999802087555117
"NSD1",0.0234853824426653,6.24672182609852,0.0451076286527439,0.831806245574622,0.999802087555117
"EHD1",0.0250252396725325,6.38106842501643,0.0451019865178921,0.831816607673359,0.999802087555117
"TIAL1",-0.0200851280228399,6.07604827880052,0.0450137042874132,0.831978831267672,0.999802087555117
"AMFR",-0.0202915430705455,6.4199085068861,0.0450066523362378,0.831991796794263,0.999802087555117
"RAE1",-0.0225955207868346,4.15281197909846,0.0449775612468493,0.832045294108539,0.999802087555117
"ABHD15",0.0308159901438063,5.9481782243846,0.0449756091785822,0.832048884528804,0.999802087555117
"SPAG1",0.0311898279511706,2.05833439788625,0.0449465188034512,0.832102399824849,0.999802087555117
"SAP130",-0.0223403452744886,4.55524384218888,0.0449136604865199,0.832162868478631,0.999802087555117
"EHBP1L1",-0.0249388271621733,6.92711006066536,0.0449010766756857,0.832186032392055,0.999802087555117
"NUDT21",-0.0211609676324154,6.16788798482206,0.0448679580735565,0.832247012367091,0.999802087555117
"BLCAP",-0.0265364843250761,7.08009612751355,0.0448425323152257,0.83229384377074,0.999802087555117
"LOC100505942",-0.032767418576786,0.249806456193783,0.0446895089357575,0.832575989158421,0.999802087555117
"NAA30",0.0223068543240861,4.57373020910069,0.0446576174671627,0.832634854348951,0.999802087555117
"TNKS",0.0220597810953081,5.69396713086212,0.0446513272017022,0.832646467497024,0.999802087555117
"ZNF845",0.0248841412072346,2.98420668792927,0.0446411724134474,0.832665217167358,0.999802087555117
"GOLGA7",0.0207439882212304,5.86607164261336,0.0446273667727546,0.832690711298104,0.999802087555117
"COPG1",0.0212099069436245,6.79922798680793,0.0446238832554142,0.832697144772181,0.999802087555117
"EIF1B-AS1",0.0323555877319652,0.503377313644508,0.0445920960760571,0.832755862499491,0.999802087555117
