"","gene","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y"
"13851","TRIM41",6037,13699,5564,4905,3472,9257,7357,4232,6643,4438,1688,4198,5861,3445,6755,3784,8231,7430,6799,2758,2328,10873,3835,5806,5767,6668,1760,7797,3139,4625
"6846","LINC01061",2448,5926,6457,7007,7492,3303,5254,9642,3597,3333,7190,4292,6458,13720,6330,2205,4082,2485,10134,2957,4559,7824,3468,9940,4370,8205,3229,1946,9755,1561
"15359","ZNF740",1548,7399,14700,5801,1447,6038,3424,4136,5273,14974,6809,2015,11396,2345,6015,5703,7588,5497,5621,5069,2880,4164,5533,4918,9773,1008,2351,2458,3775,9554
"5195","GPR173",5980,4868,2342,1919,1656,3572,6906,11942,4705,1459,866,1464,14858,4866,2781,1883,2343,7592,4527,3053,13345,12872,8754,9837,5453,11437,1421,1321,8195,7004
"11881","SKAP2",4399,3690,9897,5065,9616,4607,3197,12353,3723,1599,11143,1861,3170,5611,3261,2535,2875,2622,13587,5578,8080,6754,2609,4463,2955,7824,9157,1661,5020,10326
"271","ADGRA3",4318,4681,7861,3566,4353,7794,3242,8151,8712,5547,3313,6790,5880,5030,3285,6677,5738,3575,5483,4632,4206,9671,6965,5943,3363,4645,8037,8858,3064,5878
"4703","FPR3",1484,7458,998,7509,8703,7868,1193,5621,10731,5414,11625,1462,10304,7025,12625,5381,2259,651,10905,5,10282,13003,1066,3445,3918,1910,777,3107,2722,9826
"10081","PPM1N",1937,1674,5315,12103,13809,1385,788,8820,13701,6781,4775,8944,866,10993,4450,9515,712,810,9086,9118,9802,3156,1267,1074,627,12464,6768,4372,1038,3132
"14560","WDR27",3628,4115,4716,11623,7970,4706,4646,14443,11650,2764,6232,3933,4390,8591,8489,4915,1923,2948,6693,4375,8558,3035,6592,2421,2951,11709,1661,1786,4430,3395
"2813","CP",5063,4700,2032,3502,3654,4664,3417,10024,1385,11686,768,11137,13397,11199,3094,2971,1364,2612,3015,9209,1551,12749,2286,6026,6784,9467,12050,7203,1917,364
"5827","ICAM1",12545,12481,2767,9502,8510,13130,3537,1326,200,2709,12419,2828,3333,1060,450,1090,5834,8519,5311,3337,5315,1737,13161,6708,12224,2755,2615,2288,9064,2596
"9269","PARD6G",2116,3358,5956,11864,10511,2966,4856,3417,14074,7147,13665,3382,4466,2672,12904,4134,3791,3999,7714,1463,5979,3799,1463,1967,4473,8036,1866,5147,3434,8732
"4205","FAM155A",4069,4238,3244,4616,13849,10602,7064,3813,2010,3183,9144,775,9632,377,2012,1254,7248,5987,3698,3334,7276,12010,2517,4513,8351,12339,5282,7703,9053,212
"13955","TSPAN10",3186,2211,3413,289,1347,10075,10558,5556,3923,6088,4902,10013,9945,4519,8607,4220,1611,1855,3158,6784,12099,2140,2739,4901,4911,4068,6844,4152,12629,12684
"14432","VEGFD",3131,985,8460,1234,5659,1233,1200,2721,2768,10262,11857,10708,6132,3077,2415,7671,3155,3341,2377,14846,9221,509,4032,9892,4214,1029,11100,7204,6595,12402
"4424","FBXL17",8568,11809,3773,3880,7819,11687,5548,4036,3972,1427,3551,4409,7277,3571,2539,3464,4032,2964,7487,6189,5355,6106,7674,7437,2084,7222,8952,3291,5271,8039
"4650","FNBP1L",5367,14137,4695,2961,684,9177,3734,1940,1238,6918,1839,1289,6284,1536,1657,2002,8602,12269,6647,11116,2005,9796,8255,8159,13554,2773,4265,2987,4335,9217
"9432","PDE11A",9868,5993,12276,1219,1181,6630,5601,3832,592,1149,1378,822,3468,2425,1721,899,6533,8613,5913,11207,6117,10719,7206,3181,14015,11662,5646,1533,7311,10745
"7702","MCTP2",7199,1976,3514,1702,9491,1198,2777,14125,6317,1881,6843,13292,9735,1910,2775,1890,1864,1062,6673,13154,6480,876,3057,10293,455,8499,13385,4952,6033,6114
"9377","PCED1A",8117,9976,5158,7560,6746,11328,10549,8523,3749,1824,2236,3328,5524,4201,4907,1938,4750,5796,5487,3291,3775,7821,7880,5643,3888,9361,2604,3509,7203,2863
"2059","CCR5",3309,3441,567,9561,3951,2149,3826,9791,116,11811,9388,8928,105,11836,211,11620,4938,5568,2399,7365,2988,1322,9220,5862,7515,7556,4613,5913,13225,469
"8926","NSG1",11448,9670,1726,5644,8915,7901,1935,11397,11194,1548,6151,3176,8036,658,5321,3405,798,2843,6012,6409,2718,5889,1584,9301,4790,13199,4412,7979,4943,596
"11978","SLC25A25",11072,10672,1968,6169,616,3583,4121,6504,7776,3302,498,9452,641,10752,5283,12889,2235,1727,6165,9830,12203,1791,5048,2520,4021,6918,1431,11830,4320,4266
"1784","CAMLG",3880,9691,6015,5002,4441,6935,4731,2864,7719,4754,2399,3151,3649,2335,6134,1643,7657,11417,9796,7823,593,6030,4767,4375,9753,14886,2105,6257,1977,6827
"6867","LINC01197",10764,5402,5187,1461,6299,2393,4833,6420,7093,1114,6426,1545,12062,2932,7907,2569,1791,6558,9377,5954,10438,9279,1545,7043,3370,13309,2118,1607,3793,9042
"12651","SSBP3-AS1",915,3243,5077,13151,4989,3362,4764,13706,10686,7973,10659,6342,1484,4071,13772,10575,4412,2067,4009,458,6078,7620,7163,1111,5110,7950,1800,2617,3874,593
"2668","CNTNAP1",3844,2338,4721,3263,1987,771,4933,7672,2155,3016,4301,7337,10723,8113,1583,8705,545,2951,1787,13547,14327,940,10596,6263,1679,13728,7591,123,14519,5603
"10642","RACGAP1",4064,1919,11386,2187,5880,2850,2464,1015,13053,8440,10993,7226,5116,3508,13162,4416,7271,4333,2320,2890,4485,2155,7806,2662,5040,5387,8162,9320,1490,8661
"6687","LENG1",9353,3403,8108,4915,4191,7192,5823,3075,3802,3835,3165,5688,1364,7722,4065,4091,6547,8814,2498,3887,2857,5313,14269,2096,6664,13270,9883,6061,4143,3641
"9296","PASK",2718,5910,13977,856,1086,1174,2688,2602,2769,8264,6361,3065,9599,5212,3992,2135,10747,6799,2486,10683,2097,3628,14047,11831,8484,7965,7513,1417,3929,5710
"4306","FAM35A",2747,7412,9179,6157,3798,5471,5362,1937,4639,8235,4721,4893,5635,3523,6161,1922,10372,8015,4325,6402,1166,3324,12802,5700,9417,7133,6162,5657,3688,3810
"11549","SDHAF1",6636,2275,9120,7065,8265,6008,8405,14251,3774,1806,3674,8183,4656,9391,3136,4679,2861,2512,4247,5382,3338,3639,10962,4595,1717,7645,7950,3209,9389,1026
"7557","MAP3K1",4234,9389,1999,10485,10926,12186,7233,4359,12638,1869,5068,12102,3074,6938,7384,5590,2959,1339,7354,1363,2161,5212,3791,2690,918,9014,2500,10025,2754,2247
"4035","ESPL1",7267,9230,12121,4298,13675,9515,2287,10847,13112,724,5939,1128,5698,1582,6235,2747,1761,2059,4318,12493,7700,6546,802,3023,2504,7926,1714,2214,1466,8907
"8474","NAXD",4390,10813,6151,7936,8806,9065,5670,8159,4903,3788,5213,3755,6465,3003,6193,2419,5746,4355,9194,5313,3699,6725,2935,6075,4076,5197,3071,5553,3993,7178
"11493","SCIN",12404,10042,10713,2487,4136,12296,12481,588,2466,1204,4617,756,4925,2063,6405,2541,11564,12556,12137,911,1087,12570,1233,1751,8490,3880,4494,2340,3145,3561
"9833","PLEKHH1",8656,102,7606,1628,9483,2666,4914,6953,9344,1019,2635,9959,1317,9574,4476,3763,4819,9495,2431,4950,6865,2376,13113,2023,639,6729,12831,10982,2560,5957
"14457","VNN1",6456,3086,10192,15031,6187,4759,700,11672,9535,528,4123,12248,4218,9655,3487,10181,181,74,11968,13077,7021,381,2196,2369,237,6980,5971,1808,2331,3240
"10885","REV3L",9703,13598,5854,6551,7652,8208,12776,3632,2737,2638,2749,6052,6305,1965,4382,2759,5141,7767,6784,10753,2339,2743,3623,4073,3458,7276,3357,3937,5958,5125
"11063","RNF150",6053,1806,1489,13070,11951,7876,11080,6652,2060,992,252,2698,2289,4874,3065,438,7720,10223,9526,12672,360,11826,6475,5876,8033,3626,2075,4622,6136,4082
"1888","CBX7",5559,5742,4362,4478,4946,4893,3329,6071,10225,3675,3732,2540,4480,3639,8257,2847,4026,7667,6589,3467,9222,8143,3079,4220,6437,14538,1543,5840,2235,14121
"7581","MAP7D1",6467,6272,4994,1673,1299,6543,4193,1134,4250,7430,4045,3717,6331,10976,2412,9434,7620,7217,1625,4545,6641,6970,11121,5238,10130,6753,8587,3277,4690,4323
"12386","SNX13",4484,14236,1202,13997,9221,8121,11863,1823,5795,3770,2938,6320,3462,2434,8837,2358,4599,7995,4666,1631,2484,5734,2952,2929,4337,14262,1029,8548,3138,4753
"4213","FAM161A",2852,1621,8983,3644,2798,1086,2625,5009,13520,4615,10683,3709,4399,7931,8910,7910,3145,6159,5438,5308,9296,6262,4865,2166,3816,7408,6577,905,4480,13800
"12401","SNX29P2",11727,3709,841,3942,8307,12612,3527,655,5599,12618,4009,14150,2284,3578,2338,14491,7475,5315,2824,774,5584,5626,4361,4182,7371,325,12604,2211,2953,3937
"1587","C1RL",2273,2433,10415,5169,6793,4557,5203,2553,12603,9500,10816,7380,3500,5251,14545,10578,9837,4587,7953,1905,400,3520,1800,2035,2206,1190,5766,9763,4861,589
"191","ACTR3",4504,5355,6692,6842,7434,7013,4344,11939,4156,5034,7632,3440,5632,2973,3566,5245,2712,3743,7823,8379,7991,3494,5235,4237,4045,4511,5970,3725,6522,9794
"1756","CADM1",13257,5054,6186,3146,2022,12748,7118,1100,755,5980,574,2190,2539,613,709,3858,7780,14481,3306,9714,1072,4250,11470,3179,14227,410,11809,9318,6588,4529
"7845","MFSD4A",5059,1412,6756,2678,8486,3726,13481,10676,4496,4182,3124,11144,4766,7445,2704,8999,7559,2672,4654,4994,270,2158,5468,5425,1149,2731,14121,6629,13024,43
"3528","DOK6",1755,6738,11285,1610,687,493,3619,5826,7113,7569,3469,4432,8723,12789,11030,7860,9189,8866,3724,4914,5515,12932,5836,3824,8377,1100,877,2079,1185,6625
"3631","DUSP4",5055,3541,10574,3932,4039,1515,2795,12172,1900,9274,11935,1041,6183,686,1605,11012,2041,4211,9256,12407,10875,5811,310,3490,2946,3775,10602,1604,8888,6567
"15192","ZNF517",3833,4510,4677,14156,5253,4283,14384,12991,8119,3250,2073,6985,6314,6901,11622,3412,2866,5182,2522,2364,3321,3274,6970,2312,3105,14554,812,2798,6663,605
"2176","CDC42BPB",5143,4587,6669,3710,4350,4716,5053,4789,5106,5282,5833,6020,5460,8009,4952,4784,5922,5257,2543,5022,5907,3644,15292,5315,4802,9201,8835,4331,5846,3757
"9537","PEX14",6639,6431,3733,4854,3441,7922,9362,2142,2626,9307,2936,4804,6729,1922,3030,6064,8684,13315,5178,6758,1789,3553,6724,5899,10650,1341,5558,7010,8928,2815
"10432","PTGR2",3797,6515,2409,2033,2572,4446,2921,11049,9729,9112,2002,5367,8788,5916,3652,7325,6244,5515,5038,5064,5370,8838,5729,13183,9198,3212,1388,8674,2602,2472
"4241","FAM184A",1372,3096,5393,7366,2914,4079,2529,2376,5648,13676,7342,4436,543,9646,6562,3642,7252,8492,3043,2298,3095,6031,13073,694,13804,12326,4835,8022,1739,4876
"13046","TBCC",2431,6568,13153,3700,3233,4155,3551,10691,6357,7231,8226,2712,6623,6783,8016,4566,6356,4858,6497,5985,5335,6077,4179,5512,6207,6561,2629,2384,3099,6551
"986","ATF7IP",8453,4298,1363,7358,3972,12439,10956,2304,2583,1854,492,5487,4261,4241,4743,1302,8720,11638,4737,4400,898,11794,10658,6733,6969,10211,2025,5908,6999,2450
"2749","COMTD1",3182,4818,4145,8094,8228,3356,6966,7554,4035,3417,6880,6720,2935,10712,7458,3162,3348,3731,2273,2095,8065,4642,13463,2787,4310,14431,4862,3044,8756,2788
"14511","VWA5A",821,6426,6277,3800,939,3620,3802,1674,8536,14381,4040,6631,3368,10434,5915,7584,13786,7558,3591,2607,399,9973,5654,5825,9329,5956,6439,6208,2305,2382
"15498","ZZEF1",4405,6467,5433,8166,6887,5101,5105,2146,7558,5079,5195,7222,3142,4595,7406,2939,5938,5986,2954,4431,3012,3298,11350,3057,4627,15198,6321,8246,2410,6611
"7252","LOC730101",3225,9973,4370,1614,1385,1723,9271,4105,10725,9025,2103,3958,13205,807,12773,2720,7179,12851,4087,6462,3109,3514,1253,6292,8212,11283,344,4464,3238,7017
"6607","LAMA3",8338,1387,11431,5427,12147,4193,4303,1076,11880,6186,8487,8888,2146,5175,6307,10903,4480,2710,1648,6312,1581,367,10988,1853,1029,6051,6983,12241,2386,3391
"500","ALPL",3450,4701,7629,2182,5778,1766,673,11554,11286,3383,11498,1389,3187,10957,11124,5522,1763,5225,10514,4722,9523,13602,604,5369,3130,5350,1058,4126,272,8975
"655","AOC2",1356,3566,5459,4859,4061,1096,2854,1994,4860,14102,11753,12970,1150,7139,6449,14285,3704,4370,683,4793,9622,1891,4343,1425,2259,7204,13405,7455,1623,9622
"6675","LDLRAD3",2672,3445,1712,11572,6304,4358,6103,901,6460,6270,11649,12341,1523,6281,9828,12825,8447,7418,2822,1493,3195,4265,4420,2927,7358,1952,8776,6596,5113,1347
"14595","WDR78",8636,10033,6263,5096,1475,2160,5653,2552,4719,2583,1196,9802,2890,5542,3225,5308,6629,8834,2251,14898,1769,5603,11458,4599,3365,6930,11386,4925,4305,6313
"2012","CCL18",5709,1138,2010,964,290,5642,665,4668,12703,5410,4855,8392,12891,15280,8647,3529,4623,11035,100,1900,646,13187,11278,4495,5698,8255,3975,10264,1677,487
"8779","NNMT",6005,12551,1136,10876,6991,6778,5207,1705,9232,2255,4652,10705,4798,5165,2665,7304,3462,412,13255,1624,1364,7591,738,6052,42,962,12024,12354,4199,8311
"7340","LRRC36",393,454,10259,10015,11880,1205,5725,1582,11381,9191,11204,9715,1030,11578,11052,4482,6301,3363,3674,1544,1409,676,9076,282,2718,12085,6704,4434,5910,1149
"1743","CACNA1I",1043,4780,1240,6621,7468,5629,983,10101,4324,10794,6078,426,10926,9919,3674,9692,11134,4322,1429,7483,13442,3369,5537,9151,3309,12600,801,2488,443,1274
"14101","TXLNG",434,2264,10918,3804,635,2363,1037,5901,4645,4727,13876,6603,3961,14204,4335,13650,7019,2568,1098,1995,9111,3744,12397,5438,9799,861,13467,3580,2638,3420
"4814","GALM",2779,4778,3094,7744,10934,3695,2453,6609,7377,8324,14806,4693,3984,4778,7999,9446,2177,1963,6549,3996,14117,1727,2639,2809,2270,2797,6068,4645,3843,11409
"7237","LOC728715",10398,11097,1587,1216,11749,9870,913,4930,3035,3977,4469,13007,6933,483,812,7435,2939,510,7403,6952,6414,2759,9524,10522,1582,158,6142,11852,1186,10681
"2535","CLDN5",2421,2117,13987,1018,1824,218,2943,11137,5760,10928,12402,2224,13031,653,7951,13060,8200,8417,2845,5075,9262,2798,158,7580,3041,2305,2404,4932,3343,8524
"360","AGFG1",1665,9911,3430,4463,1669,2544,3405,9724,5403,7501,4176,2839,9149,3141,5592,4414,3576,6950,5262,6838,10105,7526,3373,6432,8064,13058,1062,2678,4271,12347
"14066","TUBB2B",2712,5735,1123,6349,1091,13894,2368,9690,4000,2620,10567,12052,10904,839,5611,292,2176,747,4173,10411,5169,2271,2626,14159,6328,1438,4529,9723,3088,13921
"13050","TBCEL",6408,6494,4242,14288,7366,4374,9509,3151,2925,3954,4912,7869,2705,3261,4807,2424,5322,8880,3515,6546,2525,2330,6959,2980,4542,15428,6425,5107,7039,4326
"12131","SLC5A6",5179,12809,5962,874,308,6568,2639,806,1835,7811,2418,792,11298,1654,2091,3943,7684,12874,2441,8427,3728,6163,13035,12423,12242,4072,3920,1729,2704,12209
"5060","GNAI2",1135,4611,8238,8634,4526,3724,3042,10150,5324,13757,15353,4058,6260,4980,7022,8463,4870,3046,6370,5111,6956,2045,3150,4561,4218,1857,4784,3089,5290,6111
"14600","WDR86",13120,3588,4055,2393,12214,1644,3040,10121,6784,5499,11638,3392,4347,1070,10353,5004,1556,7094,9288,4307,10389,2875,223,3945,752,5912,1365,9553,2726,12493
"14706","YBX3P1",7485,1178,6854,5420,4344,2824,5536,2018,3389,9525,5630,7783,2062,3206,3528,8128,6264,11993,3202,9079,2393,1682,6905,2599,6810,5165,14851,8515,8913,3463
"12163","SLCO1C1",15055,7177,10615,1877,4297,6547,5730,360,5725,1567,913,4269,1458,1982,3595,1293,13298,14695,7598,5103,319,4903,5069,4580,7307,11846,7467,12979,851,2311
"13363","TMC8",6322,4008,217,4469,6987,3912,5452,2300,3691,11450,8533,8219,1702,2188,2232,12745,2884,4281,8069,11076,10721,2365,700,4959,2147,2560,6984,6121,11447,12055
"7151","LOC283731",9829,3823,2157,3786,1702,8789,4172,9483,665,6448,735,2587,778,6809,682,4463,5028,12364,2504,9144,7478,10317,11660,3290,12932,1882,9549,7914,7660,2242
"10214","PRKACB",4689,6049,2916,13252,10490,5457,3505,10213,3095,3163,9682,4247,2676,4659,3038,4877,1688,2704,7770,8893,10393,2518,4129,2559,3019,7484,7380,3047,5616,11688
"14309","URGCP",7300,15214,4879,6083,8570,15260,4340,6307,2509,1500,3153,1943,4330,1995,2229,2396,3712,3544,15146,7238,4518,8744,2441,5057,4047,3099,4207,3622,3437,14128
"3210","DDAH1",11991,7087,9119,2432,2248,5536,7865,5286,934,3370,1985,1685,7463,1184,1329,3548,5494,12165,6748,13795,4487,6873,3604,6275,6875,4647,7434,2153,8016,9328
"4492","FCMR",4084,3241,117,5265,8489,4786,9324,9974,609,12152,9900,6211,1284,9628,902,11351,2620,6785,2681,1918,6110,2580,5018,3876,3515,2878,12848,11615,11001,210
"13188","TFCP2L1",1997,6793,1005,14508,6004,12602,860,14714,790,1740,4985,4397,12706,3063,540,4579,261,117,3958,12926,12239,891,8522,10893,3086,475,5332,798,9886,10382
"12513","SPECC1",2147,14525,6353,2747,1997,9532,4275,1542,2481,9502,5825,3184,7313,7638,3412,2699,10097,4130,4364,3559,1302,12396,9557,14128,7462,1645,7389,2984,3200,3761
"12693","ST7",7422,2717,10623,2809,5673,7002,3208,5301,15361,2684,4616,6972,4039,7628,5528,8012,3925,2673,4179,3954,5873,5559,8072,3237,1850,8677,8842,7197,1769,5753
"6262","KAZALD1",3148,4207,3464,6134,3585,4043,4970,11901,8897,1843,3762,1135,12717,2102,4419,5729,1434,6289,14855,5471,9664,9678,1838,4807,3199,13234,1072,734,7125,9749
"9918","PNMAL1",10156,730,526,11945,10402,2927,691,2220,228,11759,2111,2764,8866,7840,1019,5884,6078,4446,10750,9468,5715,7912,1065,4928,2892,12806,5440,11719,1510,6419
"12028","SLC2A3",6518,4170,9389,6712,10938,9425,1606,3735,1242,14724,2511,2726,650,4119,3095,12201,2455,2463,10454,4442,12445,123,11354,731,14198,1705,1505,4954,9123,1546
"15486","ZSWIM7",7763,11535,4930,6637,11544,15474,5758,5166,6090,2072,3948,2783,3965,4461,5988,3008,6081,3594,9625,1442,4575,11725,2526,4750,3131,3764,3535,7687,2760,4965
"15341","ZNF709",5114,8569,8367,785,1674,4841,4164,11943,1604,2173,1507,1015,10334,3997,2293,711,8158,7231,8191,7738,3570,10857,9614,15458,11100,8369,2153,1208,4284,4292
"1696","C8orf48",3140,3262,7532,5417,8257,817,2757,11134,11934,3436,12373,3713,3987,6187,12622,5929,1926,5199,8636,4582,12242,10283,850,2164,2082,5824,1978,2486,2051,8520
"6982","LOC100133315",2922,4753,5728,2158,2370,1565,5030,14562,2437,4493,3700,2960,9663,7774,3613,2108,3816,6152,3400,6601,9074,8894,8163,11107,5299,14839,3225,1234,8755,4946
"3935","ENTPD3-AS1",12793,12245,3059,4730,4928,9245,12395,4195,5687,2347,1330,5394,3489,5728,5960,5699,6257,9308,5593,2270,3138,10480,2682,3248,5166,8149,2141,7854,3600,2234
"4272","FAM212B",3564,3171,6095,3195,2507,2773,1110,5722,6803,10173,10269,3239,1876,10289,7365,9488,2722,6686,1819,3458,8568,7243,6364,1983,7141,13183,6762,5065,1759,10973
"6574","KRT18",2492,7585,995,3181,2863,2678,2905,553,11661,14208,7386,10556,5099,4129,8748,11310,5895,4097,689,874,8078,4992,5371,6991,4555,6312,5161,12052,1193,8776
"2518","CLCC1",4192,8194,4801,6253,8270,5207,4673,8281,5645,6578,8722,4934,7455,2955,6592,5471,3951,3767,6717,5164,9040,4747,2085,6053,3441,3939,3749,5667,5044,9811
"8525","NCOA3",3083,14465,3288,7468,2802,8082,5375,1201,4868,9410,3131,6279,5613,4189,5071,4763,8257,6562,3265,3330,1838,8375,8399,6031,7213,4746,4822,9807,2987,6692
"8119","MRPL23",8562,12711,4609,6931,4662,12711,6436,4077,4725,2776,2504,3687,1774,6477,4882,5755,5943,6645,4899,1981,4546,13634,4852,3440,5335,7817,3814,7339,2418,5496
"3648","DYNC2LI1",3102,5379,8840,6484,7362,5427,7641,4057,5231,6675,6692,10738,1736,10559,8431,3894,10826,4904,4422,3456,1024,3648,7620,2566,4905,7374,6646,7496,3511,806
"6707","LGALSL",1823,9331,3640,3870,4768,2147,2406,5848,7691,6843,9396,4307,8224,2652,6664,4387,3610,3273,7316,7010,10539,5574,1252,9906,3377,11039,3570,3741,2993,14274
"10174","PRDM15",7714,7536,11063,1949,4141,7685,1407,666,4382,5061,7641,1691,4112,810,3526,1926,9136,10069,9727,8859,3148,4559,4712,7434,11934,2712,9440,6650,959,10839
"3190","DCP2",5371,5106,3221,6300,7391,2922,2924,14880,3629,4340,7248,4877,4188,5104,2860,6053,1691,3352,7752,8950,14263,4225,2540,5450,4091,9505,5073,3206,5832,9146
"11387","S100A9",5383,642,7188,13391,857,421,12046,213,2244,5179,11556,5864,992,13483,10643,2921,12529,10666,74,4361,3175,279,5017,154,10001,3409,1649,13570,12228,1397
"2605","CMC2",5938,14415,2865,7339,14345,9420,9371,6876,2248,1481,4605,5803,2143,6352,5092,1493,5528,4159,7706,2785,3240,8581,3313,4588,2385,10901,4059,6591,4666,3269
"5684","HOXB2",3294,5433,6698,3784,961,3637,2673,5270,6672,8634,2300,3160,6185,2804,7469,6182,3999,7880,1252,4096,13972,4141,14095,3787,14448,8848,1279,4100,3808,10705
"5070","GNB3",1284,4286,11014,8107,12112,1721,3132,6172,11586,661,13201,1081,5518,10825,11436,418,980,749,11883,657,12217,11581,911,4879,727,13862,307,875,3033,6379
"5566","HIST2H2BA",1268,2052,12497,10357,14801,2998,2527,13623,7825,4953,5804,4792,2412,5544,6534,5051,1522,1150,12834,12249,3967,938,2986,1395,1918,4048,10353,2193,6132,6886
"894","ARPC3",3217,2166,4211,4187,7973,2865,1474,14756,9346,7021,14550,2553,4904,5113,5413,11118,1945,2305,6953,4599,13860,3632,2153,4051,1965,3253,6082,4910,3423,11612
"375","AGPS",8362,13013,3896,6882,8951,14270,6964,3235,3674,3038,3217,4435,4540,1893,3591,2553,4928,6420,8324,6329,2140,5545,4876,4731,4276,5479,5228,8093,4112,8618
"1665","C5orf64",9835,5247,510,5478,10482,6813,12097,7325,1913,628,314,5831,13282,990,900,5668,2674,3700,10586,4767,6812,12125,779,9739,1412,1015,3785,11275,8156,7479
"4771","FZD10-AS1",2159,5023,1884,4951,8513,2997,4019,12795,1318,10227,7187,9015,10157,3836,1496,3519,3131,3627,2809,4101,5516,480,14229,9662,5594,387,11623,6637,12937,1791
"13277","TIFA",5967,13293,8678,3153,5197,7967,3431,6051,2187,1406,5962,4472,11357,2207,1198,4595,2328,1522,8634,9088,7517,2588,8318,6748,1985,3477,13202,763,6281,12061
"14566","WDR36",3274,10707,3298,15120,5911,9907,3860,4315,3373,4259,4526,2269,5785,1386,4027,1806,4015,4107,13277,9497,4478,6228,3287,6921,5866,5703,2519,4446,3227,14247
"2420","CHEK2",3781,10435,1514,5148,2152,5144,9277,11095,1025,1623,609,3565,12266,2613,835,973,3525,4562,6252,11708,1910,8705,10536,10690,2558,14404,4686,1393,13825,4883
"7219","LOC646762",11098,4695,4734,3533,9645,7126,4895,9559,5731,1745,5723,1499,10916,786,4271,2595,3258,4268,6736,9512,6592,6296,1560,10121,4302,5583,4190,5128,4464,11160
"14202","UBL5",9136,10933,8194,5544,5368,13410,7434,2878,3690,2847,3060,5475,4566,3657,3948,3377,8021,5465,4742,4303,2033,6998,8229,4786,3409,5868,8469,6531,4675,4676
"4449","FBXO30",6096,10598,6077,6959,3263,7565,9872,4851,2637,5197,3154,5400,5056,5712,3221,5695,7509,7723,5859,3727,2681,10375,4057,5178,4751,6071,6139,4867,7196,4249
"8302","MUC4",10602,2879,1347,10971,10153,5896,2396,13864,6591,4806,4424,6345,4468,10176,5060,8592,3300,8361,2757,969,5099,5225,4675,1290,5850,1203,8031,10202,5237,981
"2554","CLEC7A",5852,1905,2608,5438,4656,2045,11942,382,7628,1015,2345,4338,7541,6006,4069,3134,8472,6485,1942,9539,13164,2756,2863,2352,5301,9739,4042,11810,12402,10025
"8326","MYBBP1A",3252,5988,12146,3632,3760,3148,4173,2442,4049,8393,7773,6694,3843,10465,5963,3391,9635,5570,1492,6043,3058,2550,9709,5175,6760,10003,12033,4313,3926,2492
"2577","CLN8",4244,5191,13081,5970,2906,9736,4032,1794,13168,8750,5090,1090,422,3463,13334,6084,7685,13993,9022,1280,763,4538,1845,384,13835,6641,795,7555,817,4381
"352","AGAP5",3760,1750,14155,2922,4814,1770,5308,10600,11335,5453,9125,5617,7910,8923,12426,7493,3432,3754,2996,3428,8593,2218,6892,2770,2595,8535,3231,2118,5387,2587
"6976","LOC100132215",4577,2498,7998,2670,1020,1829,4200,3528,5023,10149,6745,3817,4438,8563,10121,8877,3736,11562,512,1807,13288,4291,12660,1436,10760,10170,2221,2612,4300,6495
"10411","PTCHD3P1",4313,10206,4170,3275,2164,1589,8341,8397,2409,4378,3889,2568,13442,3736,7237,2437,2731,11130,2964,3153,13260,7832,2776,7055,8749,10414,510,799,7003,11003
"14433","VENTX",3379,10722,1147,9256,7369,11733,3502,8986,4136,7747,1186,5489,4941,1101,4779,1966,7425,5167,7654,11533,2143,5685,4281,10889,9824,2022,1932,12410,1066,2470
"8394","MZF1-AS1",1679,11705,2641,11035,3763,3930,4832,14618,2676,6563,7941,5223,7907,8270,4379,6708,2542,1375,2439,3706,14159,7601,3488,6209,2343,4779,3617,1852,8379,5589
"11412","SAMD3",9052,5795,133,13261,3699,6172,12649,3122,124,5522,860,11729,246,3734,395,3138,8867,11910,2797,3241,695,5473,3538,4348,6193,14089,9769,8705,12398,312
"11684","SERPINE1",14897,4726,3422,727,11816,209,1042,7107,3707,10113,3031,13456,2182,13089,2573,11619,4604,1241,1829,8271,5816,12,2448,13979,891,5787,611,11232,2088,9445
"1707","C9orf172",12158,6306,1603,4132,10726,5297,1735,13144,12127,1572,3918,4313,13603,1214,4390,5777,542,1380,9220,14287,4935,2609,2830,7436,2606,10033,2829,5022,2612,3617
"2879","CRHBP",14518,2775,9821,335,1203,1991,12194,587,877,4480,902,7776,5111,8228,465,4165,13495,10820,1313,9797,351,4498,11516,7206,4335,11500,5826,7196,7629,1155
"1500","C16orf87",8236,6329,2614,2866,2793,4373,2850,3374,1597,7254,6794,5915,8327,2541,739,15094,2070,3672,3368,14148,12158,3267,3928,6371,3809,1491,11151,3499,8396,13042
"586","ANKRD19P",2073,10353,9649,2261,1735,2361,2838,5332,6378,4666,4189,931,6846,8506,8550,819,8778,5763,4148,2670,5345,13319,11171,7100,11744,11708,1816,1815,2157,7097
"3651","DYNLRB1",11318,8765,3938,4428,9195,12713,4849,3953,4788,2569,2970,5686,3720,2639,3226,3200,6324,5308,5953,3965,3916,7564,4996,6596,4368,3793,8467,12782,3618,6524
"4368","FAM92A1",5323,12403,3759,2769,5617,9868,4048,4694,6572,4781,1966,8109,10609,2254,3764,3046,8087,2880,5179,4087,2885,8706,6218,10906,4242,1709,5375,14599,3010,4668
