"","gene","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y"
"2214","CDK11B",10524,5063,9418,3810,4984,5999,7354,5083,7015,10780,7516,13429,13575,7607,5012,14574,6899,5920,2532,10554,9454,2206,11394,7288,7085,3714,14824,7773,12052,4466
"3924","ENPEP",12186,11555,11489,2050,10269,13133,8746,879,4505,2146,5593,4515,6559,3047,4166,2377,9872,11599,13096,8085,2110,11192,5814,10953,9585,11502,11551,12812,3767,12757
"9614","PHF19",15120,4647,8438,6294,7211,4982,8161,10374,13233,3640,4096,11425,7242,7841,5943,10321,5005,9530,5681,7410,9228,12158,7657,6170,2997,8749,9919,7776,6415,10262
"5690","HOXB8",5219,11284,3194,8428,3195,5145,11605,10435,12140,8633,12618,2141,12474,12486,5272,6511,8770,3610,11457,7969,13776,9914,13565,9160,3153,3639,1542,4109,6341,10165
"154","ACOX3",14291,9843,8701,4230,1182,11637,12967,2449,4440,13287,1868,5737,4603,10456,7116,8653,14399,6533,2791,5751,4588,14828,10249,6114,8338,14048,7225,9997,7907,3725
"7748","MED26",3157,9544,8480,11966,14116,8746,6406,11240,6699,12978,14256,7996,2155,12001,12587,7447,7698,5207,12228,7892,3842,3020,6710,3330,9348,4968,6271,7449,5998,4220
"12511","SPDYE5",4028,14345,11300,12125,10390,5684,5795,2615,4952,4279,2461,7779,4131,12912,8263,4803,6895,4737,10813,4685,3444,5753,11585,11019,11221,8635,11523,10947,13193,7651
"12744","STIM2",14929,3613,3992,14226,10273,6418,14705,9603,2843,6530,10483,15457,5718,5132,4564,5188,4547,8900,4064,4721,9987,3998,5968,6040,2531,5252,14542,14993,12343,6412
"777","ARHGAP15",14397,3614,12966,8586,10299,9158,5667,12462,2862,4393,12992,13768,3930,10583,2508,6617,6077,3973,7652,11550,7640,2009,12518,7280,5244,5356,1997,9298,14464,8114
"846","ARIH2OS",11358,6104,3171,8420,3190,11944,8332,4013,11988,6868,14104,14196,10690,2290,9159,7481,9254,5520,6118,10184,11104,7134,1465,11489,4910,5613,14672,7424,4643,5136
"143","ACOT1",6767,9854,12858,7683,9544,11244,1617,2683,8125,14016,5521,2117,15203,7971,9762,11710,2659,2324,8058,13722,2617,11424,3708,9571,10253,2550,14294,10019,8637,1469
"5398","HACL1",14616,2660,4457,5648,8584,5154,7176,4958,9018,6732,7520,14885,6859,8255,4818,15070,3886,7028,2262,11622,14438,2298,10953,4378,4445,9548,10984,9722,10894,9115
"4476","FCER1A",11194,12248,11108,2695,1333,8139,7944,11912,12014,9942,5072,11601,8234,11656,7635,11873,12677,1751,6201,3989,8242,4329,8780,9656,6200,331,1087,4387,11145,14611
"11419","SAMHD1",2424,11357,14974,13352,6504,11353,2296,13480,8546,7653,12915,1569,3728,9869,15392,3110,4661,4998,9414,1841,15319,9292,7502,3273,15047,7493,1221,4503,2281,12624
"8323","MXRA7",13111,8427,8936,2857,12031,11270,2216,3928,11177,5540,6069,7829,2784,3418,7314,5493,11045,12184,12227,12319,4632,5885,4015,5412,11858,8863,10209,12983,783,13177
"14480","VPS37D",3891,6894,9209,15085,2633,8558,4288,5375,3564,11615,10164,2275,7543,6643,10084,14011,10268,14219,10142,12557,11346,7918,3526,10187,9828,5269,8765,3411,5235,3496
"6311","KCNK6",3871,11056,1242,8531,13839,10061,6846,7122,12553,9897,13481,9956,4945,8761,12588,8821,4423,3561,4620,2416,10762,6025,10197,4123,9909,6722,7246,9927,6007,8501
"10733","RASGRP1",9206,7077,3130,12594,8564,8929,9360,10734,866,12246,4734,4767,2469,11832,674,12484,10514,6188,10737,12368,3352,13335,11334,9517,11395,9415,1812,10405,5002,2985
"9371","PCDHGB4",13448,8572,12790,3217,7865,8731,6222,1908,9454,3978,7839,14152,5222,7020,3161,13194,8739,6800,6144,13110,5258,7627,9851,6488,3151,13924,4564,9461,4565,11630
"6795","LINC00672",4751,5249,9252,9527,6041,10525,5676,1907,7362,12395,13027,13151,7420,12337,7741,14024,12423,4965,3521,3951,5805,2299,8624,5916,12236,916,7963,14217,11446,3426
"12494","SPATA6L",6265,696,5064,1311,10125,3609,11052,10791,10823,8090,10803,3732,12674,12031,10057,5027,6605,5781,5181,10914,9964,4186,12928,12909,994,11857,1759,13157,11783,7927
"14591","WDR74",7664,7698,5336,15138,8416,11231,8861,9096,13819,5345,4821,6822,4762,12876,8929,11263,6473,6968,9073,1681,7114,12818,4235,4550,4906,12764,5165,9842,5175,5256
"804","ARHGAP9",13424,10440,1140,7661,3492,9588,5532,13769,13158,5853,12493,11413,12406,3668,6771,6267,4463,3540,6171,5375,9341,12912,1037,8366,4730,10095,12357,7452,9310,5883
"6104","IRAK3",9172,3973,8319,8150,3545,10773,10960,3679,4082,12606,4417,5957,10663,963,6137,2391,12312,12970,7430,11798,3913,13203,12044,8630,8224,4340,5905,10736,7096,13732
"4176","FAM124A",5295,6598,10376,7095,2599,14144,9198,7223,9002,11420,4555,7045,11302,7528,12185,10585,8395,704,12628,11299,8573,2879,11962,6315,1538,6754,5968,10357,11955,2655
"4867","GATM",1177,7094,15025,10862,7931,1431,1791,12073,9507,10019,6797,4384,4718,13642,13737,8574,3071,4653,14309,8987,13417,8958,2390,7120,9752,10450,7986,1736,4576,11978
"2906","CRTC3",9155,8314,8696,4654,2564,14496,7119,2262,7217,11141,4476,6546,5508,13507,7047,9774,14050,10351,1856,2493,7871,11664,7494,6229,13562,6736,11143,11740,5662,4824
"6745","LIMS2",1694,3319,8321,9313,5857,3957,8116,3733,8936,7379,8395,13471,3665,8751,14522,10827,5338,12473,5036,1958,3163,11847,14529,5613,11266,11233,13740,10543,8109,3047
"5496","HEPACAM",468,6984,2792,8132,2930,2248,13994,12644,9828,4299,10573,7440,11925,12205,7273,8535,7959,14842,8269,5241,3096,9250,8730,10370,13528,9867,2644,3371,15125,3590
"13932","TSC22D1-AS1",5017,12986,1883,4610,2030,7176,7752,3987,12636,12920,2052,8189,9914,7394,10470,5854,11298,13598,4425,3332,5607,12787,12171,14985,10249,12047,1471,12134,4234,4957
"8225","MSTO2P",14516,2287,8977,4772,7673,5897,6528,7922,13436,11769,12250,3953,11587,10656,5282,3720,8468,5172,1349,8758,12415,2810,4477,7977,3276,10723,1201,13000,14176,13156
"13857","TRIM50",4681,9411,3112,7433,4111,6556,2481,12306,6226,13935,5809,12556,12927,10044,14264,9837,7655,1003,2168,8726,8916,12324,1116,14584,7880,2556,11341,11218,8848,4180
"5269","GRM7",5514,6376,2064,8152,10012,10534,8070,3120,11559,4462,4515,8234,7381,11287,9404,8277,8617,12270,7426,196,7247,12802,12362,4079,12698,11830,5640,11422,12347,313
"15386","ZNF781",6958,10156,3673,15482,9664,13814,7879,5111,2168,10960,14040,920,10520,3226,12063,2745,6578,12433,8605,3155,11382,11453,5975,8736,11582,2286,1441,5595,8937,10707
"5039","GLYR1",5535,4982,9028,7371,6652,6278,5616,5687,9711,9443,13360,7571,7014,11859,9881,9587,6242,5773,4013,4085,12729,5777,15485,4887,7125,9650,10810,6083,7131,8889
"6864","LINC01160",8055,4018,11779,4121,9044,4567,3968,9884,11583,1837,13638,12138,12958,9531,4881,6132,2691,1463,13750,6963,13039,3617,12216,12979,1417,11568,6293,2726,11852,9562
"9240","PAN2",3882,13360,5503,13313,8211,10167,8833,13647,8055,8460,7670,5276,5951,10858,11345,5858,8075,7302,10296,3995,5891,11196,5849,6157,9626,8332,2660,6915,6980,4610
"9351","PCDHB4",12798,4803,12195,3400,5948,5395,12668,12592,8124,4786,6430,10495,12763,13171,10714,11447,4455,5343,1650,4458,12659,3484,12951,5022,5748,7785,7553,3776,12821,2850
"13678","TOB2P1",5648,11222,11416,14671,2593,12536,13721,6844,4010,14853,3724,1985,13384,2864,11049,2778,11684,9602,12567,5145,1924,13899,3349,13618,8293,2821,893,6902,8507,5797
"5464","HDC",12718,8538,10417,2248,4932,5425,8383,4019,8606,2689,2625,9059,10584,1694,7668,10716,11186,12835,9300,12222,13409,12218,4039,9247,12493,653,11133,4345,9460,5459
"5798","HTATIP2",8096,5142,13061,4226,7165,13882,4075,4906,6623,12184,13768,10265,2356,10007,3973,13249,11169,8713,13291,10868,3472,5336,5231,6813,8144,3135,3734,11938,5031,8486
"15442","ZNF92",5835,6775,11503,6751,9148,5699,11608,1869,3918,11945,4840,14013,12009,2516,1752,11845,5951,7791,11205,2674,2759,11420,13533,9044,10438,7124,2249,9181,13001,9957
"9197","PAAF1",11228,12706,13805,11383,14360,11599,14688,4071,13978,2697,4916,2920,4524,6821,10192,1462,13998,10117,12349,4570,2272,12654,7399,3215,7982,6723,1362,6535,1818,6018
"3117","CYTH2",5418,11888,2575,10196,14030,13791,4903,8510,3037,5976,13332,9799,3458,7752,4127,5199,4209,2963,7166,14152,10314,2867,13639,5922,7924,4950,13402,6735,6493,13641
"15483","ZSWIM4",7463,4062,12327,5049,2312,10564,5009,3699,12983,14596,3797,11979,4819,10792,5557,11951,9848,7992,2647,3579,7108,10048,14395,3545,9334,4233,14737,14576,4060,5313
"12592","SRC",8057,5976,8587,13991,10998,6765,8696,10358,7974,4589,12156,12085,8779,5043,4457,9518,4339,2769,11586,14094,6229,4266,2882,7127,1175,6678,13158,7431,9289,9334
"706","APIP",10210,12196,4558,7202,12144,6537,13189,2115,13149,12280,1286,14389,3418,3816,11133,12728,11786,13072,5673,3218,4765,9740,10564,2214,14101,2491,9252,3133,2679,5361
"6973","LOC100130987",5182,5276,4334,2001,2590,8481,5425,11930,13350,12458,10557,2721,13425,9621,13352,6370,9558,14375,13451,9245,2177,6202,14363,12697,9480,4465,1963,4218,3695,5448
"5806","HTT",8502,9928,8174,6331,3558,8598,4699,5456,8287,6085,5323,3451,4556,7675,5547,6484,7175,11051,9158,9352,8293,13001,11789,6386,12268,13301,8340,5731,4486,15433
"2378","CFAP97",6073,12740,7963,7200,6447,10516,13074,9799,3851,4789,4460,10232,8456,9688,4918,3855,8783,6147,6376,11905,3205,8520,13809,7501,5647,15102,9098,4352,10491,3441
"11902","SLC11A2",2364,13671,6493,14113,10956,14736,3321,5979,6128,9965,15231,3917,5278,3883,7171,4392,5700,3722,15258,10631,8255,5636,6386,9524,10835,4758,7453,7350,4014,11328
"10690","RANBP3L",6026,2642,3065,12882,2977,11581,12949,5213,5968,10560,8673,1140,11005,13499,9882,5373,9514,8723,7489,4337,12561,9029,11780,12409,9607,6889,3235,438,12989,6058
"5250","GRID1",14570,10766,1166,9637,8195,9521,13828,4875,4999,4907,2597,8685,12677,7842,2466,12754,1496,10127,10837,12631,3823,9247,5676,7782,6047,15063,4373,3424,5946,12581
"8251","MTFMT",8988,11482,3633,10310,5005,14316,14959,6094,11587,5823,2357,3889,13546,5965,13945,6394,9701,11024,9389,2220,5506,14141,3600,8251,10155,8125,688,6700,5999,4754
"13970","TSPAN6",9505,1997,5475,3310,3163,1074,7795,12926,5407,13713,7504,14260,12805,7908,2991,12539,3349,10164,2624,14027,10507,3152,11882,15110,6348,4709,11159,6184,11440,5521
"5538","HIC1",5844,13795,11446,6743,10225,9200,10496,1817,7307,9297,9843,7597,8977,10699,11185,4570,2606,7716,11900,2353,5764,5486,9240,10225,13938,7166,9352,1975,4952,6862
"3094","CYP39A1",11801,4458,2645,7867,11547,9089,8391,7524,13600,7480,4917,10766,3217,5086,6076,11277,2648,14600,8613,7597,14986,8068,2409,1679,5013,10511,8180,12919,5839,9778
"8370","MYO1H",12160,4696,5455,11877,7009,6191,6129,12838,11034,3828,13004,5856,9415,5230,7053,11498,5677,5721,3508,12005,11488,6830,810,12286,5252,7455,14010,14313,4483,1525
"830","ARHGEF40",8048,9983,7167,5046,5903,15246,5190,1682,9089,8240,7912,8575,6375,9063,4298,9311,10604,7289,7214,9247,4542,6581,9944,6688,10075,7835,14644,8576,5589,8686
"2825","CPLX1",13763,497,10712,2062,8702,4014,1762,12048,11633,11774,10951,13341,2468,12247,5883,7779,5721,8059,5531,11930,12162,3466,11452,3279,5171,6608,5791,12117,4312,13415
"1071","ATP6V1C2",2182,9211,1647,4762,8661,5554,13762,10871,5140,10736,13662,10364,11798,13095,12290,9063,4674,6102,4876,2377,12504,5696,11883,7659,12223,7657,3850,4904,8445,3006
"13506","TMEM246",7147,14944,13429,2778,5036,5563,11081,2814,5392,5927,9105,2834,13146,5848,13976,2544,10798,9654,6027,4982,6788,8847,7487,14514,8354,10807,5719,2245,9599,11317
"5721","HPSE",10662,7071,10384,7804,6563,12989,12845,1119,6258,5382,8016,11839,7209,6584,3841,10643,2629,1451,8473,11782,4915,8767,14149,12143,7130,8063,2332,2892,13177,11593
"8092","MRFAP1L1",7218,13088,6152,10709,12908,10864,12546,5054,11749,5908,5781,9243,7813,5976,10578,6710,8626,7078,10860,3856,3219,10393,3216,6577,3583,10480,5275,10315,6183,6751
"465","ALDH6A1",1749,6930,3967,6872,2731,4432,3051,4925,10561,5902,6753,5631,9977,9359,12402,7186,11828,7564,13717,9812,8233,12243,6044,11067,14257,6418,9545,3903,10652,11043
"10110","PPP1R36",3562,13123,2696,12363,6631,12236,5982,10282,694,12391,11228,5587,11995,5474,1376,8368,4542,3748,10498,12210,12383,7246,8054,10868,11580,531,9987,3687,5033,14407
"10470","PTPRA",6443,3134,8063,9556,8567,3865,7797,8582,9311,8869,8726,13228,6717,7705,5904,11315,7140,8169,6202,6575,5283,7478,5787,8185,3177,12749,15405,8657,10884,5310
"7685","MCM3AP-AS1",10380,2069,8380,11536,13863,5027,5277,4075,5927,13008,6057,9071,10971,2020,11238,1321,2686,4523,9154,9396,1637,10842,12898,8144,5972,12394,8411,10230,10810,11469
"4361","FAM86JP",12653,1279,5954,2100,1126,1209,6029,4989,5360,12569,4801,11811,6161,13817,2561,9539,8760,7238,1548,11986,12277,8052,12677,9548,12375,12074,9659,12414,12781,5441
"2414","CHD6",13165,7171,4600,7235,11701,9192,9339,5957,7972,3191,1367,12568,6520,11388,9678,3669,12623,12748,4898,5193,1996,13395,11560,7520,7824,7254,5288,13936,7612,2230
"3433","DNAH10",9270,9848,11001,2367,1844,6762,6503,1023,4122,12954,11247,13135,7009,11662,3425,14346,11968,9846,1311,10269,7031,3198,7849,5808,12148,9475,6187,5636,7279,14269
"12437","SORT1",11374,2741,9810,4502,10892,4226,4441,13835,9637,7180,15427,8581,5628,9162,9369,11595,5070,4362,6808,10929,11355,3089,3997,4173,4749,7023,14344,7966,6842,9702
"1978","CCDC69",4425,11250,1998,9544,10710,8649,12991,8498,1693,8054,9729,9217,12995,6632,3072,3614,6084,7507,7015,13290,8305,4587,12798,11667,9507,6438,12581,4641,6987,4334
"754","ARCN1",9874,7679,9313,5633,3773,7292,12988,8585,4542,7658,5467,8955,10127,11684,5539,10847,6441,8949,2912,8001,10036,5072,12752,5991,7840,9906,9318,3486,14247,3927
"5577","HK2",7318,7009,11797,7534,5869,8142,10634,501,9616,11682,8464,5918,10707,9813,11485,2967,2944,12064,8780,11132,2716,13605,1988,9030,2519,7207,10130,12373,7814,7091
"27","ABCA10",8555,7554,4688,3395,9054,4322,5134,10233,4198,12188,13070,10906,2508,4321,13594,5153,8473,12592,12896,10540,10846,11169,4132,7531,11708,4781,4724,7701,1569,11331
"6753","LIN7C",9483,6570,2560,9066,10203,11856,5015,8096,6342,4143,6530,6946,13198,5364,3775,5672,5521,2719,14314,14238,10716,6907,9122,13563,6130,4343,10043,8105,5498,12893
"9107","OR2A9P",5396,6443,10980,4223,2102,5171,12751,4682,8021,11069,10265,7054,7533,12383,12235,11893,4050,3535,11074,4355,2398,2328,4314,11369,13586,12747,11961,9016,10065,5969
"1206","BCAR1",15420,15234,4391,4198,13341,14233,3279,4841,3993,5237,13392,2428,7298,1966,3903,5384,5732,7237,13619,14892,14669,6205,3591,9068,9833,2650,15353,8137,4481,4982
"15437","ZNF880",3433,8500,11583,14353,1677,9683,11846,11282,3211,12076,6007,5715,5312,11664,9016,9224,10587,11014,8402,4976,265,11752,12043,4749,11454,8434,3332,3977,12970,455
"12300","SNHG11",6882,8599,14788,5558,4226,4337,12769,13755,14758,3341,3195,10505,11075,14545,10446,8908,7674,5900,6475,4678,6192,12881,8723,9460,2994,6762,5121,3446,7257,3759
"6470","KIT",6464,11713,11691,7434,8466,3913,10324,6423,3416,13015,11637,4640,2597,691,4244,12276,8053,8957,12145,9594,11685,6029,2178,1673,12217,1886,12531,8381,13387,11359
"1024","ATP1A2",10962,4639,12709,5625,3543,9815,7091,10013,12062,4449,9504,11646,11782,5027,12381,11881,4781,4338,9115,7362,5334,8589,1528,5602,397,6745,11514,13892,13028,3668
"339","AFF3",12229,8492,3056,6926,13292,12021,6729,8088,7538,2420,6083,11853,1512,9627,2653,7485,6310,10612,12098,6413,13310,12336,7927,10987,8838,4036,8868,12101,3724,1464
"5305","GSTT2B",4233,5401,10122,8324,7972,8483,5689,11296,1540,6881,2781,11864,1709,11134,3108,12767,9208,4497,5578,10330,8441,13213,15351,5048,14027,8133,12327,11562,6101,1939
"5672","HOXA11",7932,6326,4776,8414,477,13763,7689,12349,11485,6844,3666,6186,7275,13195,7460,12488,5420,4141,12769,6918,9333,2220,12383,10555,4545,9342,614,9973,10942,9591
"6116","IRF7",13051,11656,3769,8839,12714,13898,12817,2991,992,7266,13728,7770,5646,3717,2363,13171,3111,8711,4431,11822,13169,2640,13220,3322,6677,3090,4823,5704,11534,12429
"4056","ETV1",8062,4415,2646,7278,8907,6017,2842,11944,10444,9054,5637,13821,8882,9746,5524,9995,1907,3196,6402,8000,8932,9035,8982,6388,3689,12781,10482,14238,5397,14437
"2273","CEBPD",12633,10468,9269,4508,13392,4676,6775,1259,9031,11724,8835,12368,2910,13678,10066,5399,10327,9366,6049,8039,2247,2410,2842,1590,9274,12499,9323,12476,13508,2152
"10475","PTPRE",12982,12679,11110,4137,2430,9695,12331,4780,4030,13084,6902,6365,11568,4271,6936,5568,9630,3530,8356,3028,2112,5634,7429,12902,4376,13616,10401,7794,9360,12073
"7168","LOC389765",14175,14590,2054,3588,5751,13262,9643,14633,4688,3412,1462,4078,11600,7170,3426,5284,7050,10687,8098,4751,14008,9654,6772,12778,9182,8798,3947,10090,8471,6020
"12274","SMURF2",2063,1870,11833,3367,2549,1765,3835,7667,9611,8329,14860,14932,7265,11863,5918,9608,11184,8413,1887,9465,10851,5602,14793,12983,6686,8855,6960,6465,11816,5829
"1352","BRCC3",15455,3756,4925,4379,9840,6393,6847,10066,4899,5121,8577,5384,8180,6846,3681,9315,4644,8674,6689,7349,15211,6843,8408,7676,6411,6356,15166,7712,13634,10688
"5842","IDH1",6892,13329,6296,10885,2937,9991,13663,5477,11895,2498,10793,5883,4236,5932,11286,4935,7360,15065,9919,7904,8744,7299,3259,3161,5745,8727,4852,13203,4832,12130
"73","ABHD12B",8171,8460,7473,8054,11658,12965,10036,1502,12077,3991,5956,3978,11146,15044,10871,7126,4401,3107,7829,7626,11030,6722,4842,11287,7530,11518,1685,3777,9493,9774
"4822","GALNT15",4522,2214,12866,235,5364,2439,7337,10861,7205,10224,4709,3240,13779,14081,8969,2867,10737,6728,4739,10859,14514,13054,13394,9702,5881,11028,4437,4972,8498,9683
"4729","FSIP2",13293,11115,10116,6888,6315,10635,12385,9665,9733,3939,1435,5619,10250,1918,10866,2740,5480,14390,6437,10075,7262,5507,11344,4571,10805,12246,2001,7362,4435,10323
"13343","TM4SF18",9318,3313,3564,4235,10291,10471,4639,10105,7063,2337,2154,3733,3401,4531,1630,9065,3784,12593,14368,9413,14084,12492,5730,11009,7881,11695,11408,13849,7780,13221
"12020","SLC29A2",4487,453,9581,13604,10185,9826,9527,13037,11479,2793,7261,9412,3738,12151,5576,11117,2510,4810,13765,13880,8340,5028,6147,2518,1429,12671,10189,12318,7134,4196
"7922","MIR186",6368,2949,12167,647,1382,2944,1605,13193,12622,14663,12120,4291,13271,12454,10270,12726,4562,4139,2755,5086,3982,13636,12750,12120,7891,8186,12061,3298,4398,10628
"12913","SYNPO",2770,3335,13653,14196,4912,3603,5806,6911,12274,12531,12037,13047,4532,3350,8143,13027,10475,5580,4439,4166,6157,8291,6848,4784,8678,14198,11978,4724,14049,676
"2954","CSTF1",11859,9150,5820,6042,7286,7770,13716,14075,6543,3547,2768,8057,8771,7662,5147,6774,7263,9741,10479,5456,5551,15008,3700,8558,5395,15360,5310,6721,10955,4700
"4721","FRRS1",3846,4162,4802,10243,3743,5552,6552,8302,5531,5288,4230,9831,12745,14505,6412,11241,13378,11704,5085,8475,13610,4812,5269,9851,13933,4473,2754,3290,11423,14152
"12182","SLITRK4",1051,11908,10339,3597,10062,13594,5944,4045,5292,9050,3388,4143,5298,10380,14512,13405,7114,3716,8926,4118,13190,5959,6235,2986,14571,1261,14721,6247,11510,12652
"4216","FAM162B",13956,3299,6900,5047,6320,10424,2691,7827,13613,13648,8774,12444,2744,14524,4764,6334,4482,6288,4257,4909,11503,10410,9997,4070,8548,3265,10888,11357,3543,12393
"11187","RPL24",4593,11743,4798,13412,5143,15283,9216,4114,9469,7825,3324,6329,6191,6035,8605,5105,10032,9084,11564,7113,2106,12036,9137,7617,11256,11624,3336,9193,4711,9238
"5417","HAUS1",11464,4123,6529,6643,3011,3146,13190,7847,6194,10810,3592,12835,3473,15338,6099,14366,9455,11117,2321,4978,7470,14320,6997,4283,8958,9506,9005,9907,9208,3050
"9694","PIH1D2",11092,2761,10526,8917,14160,4541,11730,5073,10606,8110,8885,14117,4624,7217,9773,14015,6046,7414,5039,6742,5311,3479,4130,2241,2975,8666,13514,14888,9018,3626
"4454","FBXO36",11943,11495,5869,3726,10046,11872,4045,8055,8952,6118,7120,11644,13669,5598,3485,12069,3858,1387,5430,8713,11886,3450,12208,9629,4513,1108,13277,11818,8248,8019
"12241","SMIM10L2A",4891,2753,11470,13828,12854,3884,13096,5618,3155,8502,12100,11616,8892,6208,4538,15044,4691,8862,11977,2045,13232,12460,11184,2722,7429,1804,1943,4995,11034,6445
"13775","TRAF3IP1",4349,5647,6764,9322,4561,4789,9990,10649,4489,13475,7891,13103,9584,9914,5450,9627,9456,5960,1718,6275,8383,5207,4052,14729,7540,10078,14400,6243,14548,1095
"5278","GSAP",7987,7422,2038,11147,5746,9414,3833,9385,11275,11451,13057,9707,4383,5451,4521,12485,4120,2919,14694,14040,10653,4558,4322,8403,2822,5747,8601,8330,5877,14901
"6252","KAT6A",13262,11178,7931,6986,4414,15499,14088,1793,3610,4365,2275,10216,7116,4837,4266,3631,12431,10764,5141,8100,1139,9867,12812,8756,6055,13668,13173,8892,7030,6027
"15244","ZNF580",5027,9406,11410,15395,7234,12953,11694,10482,10814,4979,4948,3450,8007,8807,14883,4283,8965,7011,11198,1796,5655,12129,4021,5462,6197,15218,1067,5346,4297,7189
"3967","EPHB3",12684,11676,8022,8722,6925,13200,8353,7914,7455,6549,5744,3009,4367,6356,11055,946,10529,7901,12356,8579,12696,10980,4444,9293,7785,6333,2203,2927,7984,12369
"7017","LOC100289495",13790,3226,10413,6776,6835,10308,3342,14689,11843,7040,10958,1388,3111,9250,10439,13671,4657,7755,13708,5940,14972,9802,2396,1629,9861,4675,6659,5804,3839,10606
"9709","PIK3R6",13406,7629,11211,1652,1375,1001,9357,5880,5442,10905,2326,11563,13562,14720,9033,8809,11862,4118,1535,12613,3464,9628,14761,13330,11581,2813,6537,4130,13265,1880
"11649","SEPT1",5021,9737,14778,9683,2755,13888,10353,7081,7451,7702,4285,1447,15289,11660,6527,6278,10057,8200,11173,1604,10234,8014,9678,3720,12410,12451,404,4229,2703,10577
"8872","NQO2",11043,962,9259,3649,4442,1835,8946,12848,10028,12118,9679,13206,10908,11001,10238,4013,5368,12646,1499,12136,2015,4106,8310,3968,10234,11939,5401,5805,9173,12628
"3950","EPB41L3",13167,13031,7051,5500,3624,9893,10704,3557,6392,13450,933,12169,3557,12812,5499,12175,5878,6298,7256,4777,1446,9039,13373,8007,12221,6689,12139,9587,7668,1513
"13219","THAP10",12652,7421,7046,7143,4083,3563,8956,2717,4452,8175,3998,8221,9197,1787,4231,5087,7891,14156,3905,13644,6856,5914,10280,12550,8949,13479,11963,8445,9637,13019
"357","AGBL3",10442,11628,5801,8113,10296,8340,13368,7444,11047,4600,3781,13149,3561,7330,10576,11346,8523,10162,12056,9811,2934,5360,4363,2317,6427,9382,8142,9914,5167,4057
"12377","SNTB2",7883,8669,11962,14333,11156,6054,5368,4010,8410,11538,3225,5774,7759,6211,14311,4859,6427,2330,12783,6398,3198,6457,10408,11882,4305,12900,3100,8840,11909,6989
"10062","PPIH",10457,9214,3420,13530,13648,10162,13094,10168,5656,3810,2538,7468,7728,5572,4921,4493,9340,7621,13353,6628,2754,13822,3565,12299,7215,6943,4535,11988,8037,5475
"2139","CD7",8194,1880,4312,7525,12934,3608,11706,5230,3988,11696,11824,12984,1339,10970,7352,9475,10535,9152,5994,3812,7633,9024,5388,3090,9864,12527,12453,7436,13456,4086
"14950","ZNF114",5521,3902,12489,1841,4821,7256,4389,1075,14033,13473,13054,12420,12647,14751,7594,11365,13243,5038,3495,4457,3633,4181,11423,15344,6665,1906,11358,9381,6428,2306
"14741","YY1",5331,12011,4185,15168,6001,15359,9038,7011,3635,7552,4864,6363,13518,6143,4299,4879,8323,5552,7878,8605,5288,8871,13962,15273,9197,3842,6383,5648,10067,5249
"14109","TXNDC17",12983,14553,6099,7845,9960,13577,10174,8666,3877,3169,3484,11944,7565,6009,3543,4734,7876,5916,8008,9326,4266,8870,6939,12807,4809,6209,12209,9799,8865,5455
"9862","PLPP1",2637,4113,10893,6403,1615,2355,2904,4845,7898,15047,12701,8004,8824,8022,4574,15108,5467,7151,3395,15103,12285,3612,13166,6673,8294,9004,14887,3387,6513,14668
"12053","SLC35C1",1486,2249,8071,13606,4254,1029,4729,13414,13344,14608,12793,10369,7155,6378,14759,13572,4980,7546,3879,6203,13086,7115,13678,6473,7104,2696,6057,5749,8463,4718
"9243","PANK1",10555,8106,5260,11935,6748,11619,4570,11742,6552,5324,12747,14682,6407,5780,3056,14451,1613,3649,11776,5051,9875,1897,5363,8713,5703,8105,5685,13151,13332,6120
"4046","ETFA",3241,5913,14537,7349,7529,10808,3343,11545,14679,7763,8618,9875,5203,14244,10640,8149,6280,2807,7323,4669,6138,6479,15109,4640,6729,8500,9067,8697,3638,6067
"3444","DNAJB1",9177,12853,8580,4041,3129,4685,9939,12040,11077,13425,4571,10931,2350,5708,14073,12108,11795,10914,3680,1455,11908,2684,9748,3351,13579,5200,6539,7765,11825,475
"13596","TMPRSS13",3093,4890,6843,14627,14061,5909,2301,13603,2445,10281,5987,4053,7316,6836,4336,2549,4304,3879,13263,15341,13628,4392,4319,15106,9046,4128,14362,4862,11840,12009
"8252","MTFP1",6890,12948,7690,11599,6083,10045,10354,10455,9869,3229,3226,1783,13398,11878,13758,2432,6435,15361,11145,1941,9184,8804,6949,10834,10183,6919,359,2089,10460,3329
"14049","TTTY10",3639,3999,11904,14865,3581,8104,11636,7347,11791,11458,10170,6531,3854,7113,11555,8878,9075,12959,3732,559,7193,7469,7213,4689,10557,11998,4900,13204,7480,2185
"6474","KLB",11329,9713,3544,6071,9298,6774,11112,7047,9449,4516,5342,7559,3474,9193,13908,3753,13015,11031,12264,5908,6213,6332,14681,10797,11894,465,2607,9865,4693,7794
"14016","TTC36",3394,11160,1366,14822,4371,13039,3871,6044,8670,5398,4468,6801,7243,5756,11701,10214,11991,6039,5027,4247,10770,9134,9890,13672,6053,11262,11507,1373,13888,6485
"6895","LINC-PINT",7469,9784,7997,9650,4608,7285,12080,12710,7166,8194,3736,3128,4326,11893,10632,12217,5989,7844,9744,4342,9067,14963,12115,2087,12420,7893,2038,4872,6226,7191
